lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,news_combined,News,Is Donald J. Trump's legal team planning to change the level of independence currently held by the Justice Department?,"[14365, 14921, 14373, 14361, 17059, 7414, 7415, 17057, 17849, 14377]","[14360, 14274]",Not Found,0.0
0.5,news_combined,News,Who wrote the Supreme Court article about the adoption law ruling in favor of tribes?,"[14367, 16402, 14359, 14468, 17393, 16927, 17476, 15534, 16041, 17369]","[14281, 14366]",Not Found,0.0
0.5,news_combined,News,Did Bed Bath & Beyond file for bankruptcy?,"[14458, 14464, 14452, 14451, 14453, 26620, 17035, 16751, 17351, 15272]",[14469],Not Found,0.0
0.5,news_combined,News,Who is the author of the article discussing the exodus in Sudan?,"[17541, 16871, 16875, 16874, 17547, 17545, 16873, 17544, 17549, 17542]",[14432],Not Found,0.0
0.5,news_combined,News,What was the historical significance of the wildfire in Hawaii?,"[8768, 8767, 1887, 17329, 17327, 17328, 17326, 17325, 21153, 3269]",[14522],Not Found,0.0
0.5,news_combined,News,What executive order did President Biden sign related to China?,"[14280, 15861, 14276, 14274, 14278, 14277, 14275, 14286, 17835, 16344]",[14503],Not Found,0.0
0.5,news_combined,News,What percentage of Twitter's shares has Elon Musk amassed?,"[15787, 15511, 14507, 14604, 15734, 17719, 14597, 15779, 15780, 15781]",[14605],Not Found,0.0
0.5,news_combined,News,Did Mr. Fetterman experience any recent health issues while in office?,"[14695, 14697, 14694, 14688, 14699, 17000, 15460, 26249, 17984, 4600]","[14697, 14610]",2,0.5
0.5,news_combined,News,Did the Ukrainian government intercept phone calls from Russian soldiers?,"[17876, 17909, 14776, 17667, 14585, 17318, 14775, 17240, 17917, 15679]",[14766],Not Found,0.0
0.5,news_combined,News,Who are the authors of the article discussing visual investigations?,"[17541, 16871, 14788, 15642, 16357, 17545, 17694, 16875, 17547, 16874]",[14762],Not Found,0.0
0.5,news_combined,News,Has David C. Banks announced any changes to New York City's school admissions policies?,"[14736, 14750, 14728, 14729, 14733, 14730, 14731, 14732, 15191, 15503]",[14740],Not Found,0.0
0.5,news_combined,News,Is the article about Hurricane Ian's impact in Florida written by multiple authors?,"[17768, 14737, 14763, 14730, 14747, 17773, 14777, 17124, 17746, 14990]","[14649, 14733]",Not Found,0.0
0.5,news_combined,News,Who wrote the article on climate change for the New York Times?,"[15490, 15169, 17306, 15573, 17404, 17751, 14898, 17906, 16685, 15321]",[14821],Not Found,0.0
0.5,news_combined,News,"What is the impact of the sanctions on ordinary Russians, according to the document?","[15614, 14298, 14804, 14787, 17183, 17223, 17224, 17220, 17217, 17222]",[14792],Not Found,0.0
0.5,news_combined,News,How many Republican candidates have expressed doubt about the legitimacy of the 2020 election?,"[14844, 17697, 14860, 14862, 15456, 14863, 17136, 15212, 17706, 17700]","[14804, 14862]",4,0.5
0.5,news_combined,News,"Was the ""Bloody Friday"" massacre in Zahedan linked to an anti-government protest?","[14888, 16356, 16224, 14884, 16883, 17720, 15237, 15376, 16145, 16814]",[14879],Not Found,0.0
0.5,news_combined,News,"What financial milestone is the ""Barbie"" movie close to reaching?","[17643, 14350, 15048, 16705, 16695, 15046, 16268, 15286, 14413, 16858]","[15048, 14970]",3,0.5
0.5,news_combined,News,Who is the current chief executive officer of Mattel?,"[7082, 7097, 3838, 7701, 6193, 7105, 8672, 7370, 16964, 6196]",[15046],Not Found,0.0
0.5,news_combined,News,"How is ecuavoley related to Queens, New York?","[15049, 15027, 15050, 66, 65, 64, 69, 67, 68, 63]",[15052],Not Found,0.0
0.5,news_combined,News,Does the article about insects appear on the front page?,"[15112, 21011, 15111, 15116, 15115, 17321, 17884, 14839, 280, 15499]",[15113],Not Found,0.0
0.5,news_combined,News,"In the picture at the top of the newspaper, what are the soldiers standing on?","[15238, 17188, 16131, 14340, 15076, 8950, 14893, 15366, 16712, 17516]","[15076, 14997]",5,0.5
0.5,news_combined,News,How many soldiers are shown in the photo of the Ukrainian troops?,"[16643, 15076, 17519, 17240, 16712, 17262, 15003, 14340, 15718, 15104]","[15076, 14997]",2,0.5
0.5,news_combined,News,Has the state taken action against a Hasidic school before this incident?,"[15192, 15744, 7753, 14298, 15818, 14878, 8234, 16371, 17679, 16336]","[15192, 15114]",1,0.5
0.5,news_combined,News,What is the newspaper volume number?,"[8816, 2911, 491, 872, 23512, 23545, 23100, 23008, 2362, 17960]",[15143],Not Found,0.0
0.5,news_combined,News,What flag did Steve Huckins like to see in Missouri?,"[15253, 15263, 15265, 21301, 17541, 20276, 14553, 20041, 14176, 27091]","[15265, 15198]",3,0.5
0.5,news_combined,News,What did the Microsoft team report to in August 2022?,"[15328, 614, 621, 15324, 15321, 19846, 4552, 15832, 16932, 15339]","[15328, 15257]",1,0.5
0.5,news_combined,News,What was the proposed evacuation in northern Gaza Strip described as by a U.N. spokesman?,"[15294, 15309, 16284, 15297, 16136, 16731, 16281, 16280, 17394, 15223]",[15295],Not Found,0.0
0.5,news_combined,News,Is mustard currently widely available on French supermarket shelves?,"[15415, 15417, 15414, 15413, 20190, 2109, 2116, 21137, 2118, 27074]","[15336, 15417]",2,0.5
0.5,news_combined,News,What were people dressed as during the Halloween celebration in Seoul?,"[15472, 16462, 16812, 14853, 26858, 17420, 20058, 26919, 17405, 15421]","[15472, 15403]",1,0.5
0.5,news_combined,News,Has the morality police been abolished in Iran?,"[15621, 15616, 15630, 15604, 15637, 15626, 16984, 17534, 17834, 17613]",[15606],Not Found,0.0
0.5,news_combined,News,What city is the Volkswagen plant that Valery Volodin works at located in?,"[15601, 15602, 16736, 14815, 17185, 15034, 16515, 17230, 15679, 14585]","[15536, 15601]",1,0.5
0.5,news_combined,News,What is the relationship between the Petrosyants brothers and Eric Adams?,"[15640, 15644, 21189, 21185, 21186, 21340, 21037, 6591, 6588, 15398]","[15640, 15565]",1,0.5
0.5,news_combined,News,Have some governments imposed export restrictions on food and fertilizers amid shortages and rising prices?,"[15696, 15699, 15692, 15697, 4973, 15682, 4977, 15223, 17664, 15972]",[15700],Not Found,0.0
0.5,news_combined,News,Is the European Union expected to approve an embargo on Russian oil?,"[26021, 25929, 26024, 26022, 26020, 26023, 25930, 26019, 14575, 6656]",[15681],Not Found,0.0
0.5,news_combined,News,Are Republican candidates for Rob Portman's seat in Ohio being accused of being disloyal to Donald Trump?,"[15702, 17136, 17700, 15259, 14365, 17199, 16233, 16734, 14310, 15389]","[15708, 15637]",Not Found,0.0
0.5,news_combined,News,Was Elon Musk buying shares of Twitter?,"[14507, 15787, 15511, 14604, 15734, 14597, 17719, 15779, 15781, 15780]","[15787, 15715]",2,0.5
0.5,news_combined,News,Who is the world's richest man mentioned in the newspaper?,"[15787, 14605, 16189, 17421, 19745, 17650, 17542, 16288, 15774, 15373]","[15787, 15715]",1,0.5
0.5,news_combined,News,What is the name of the Russian U.N. ambassador?,"[15771, 15006, 15745, 17828, 14963, 17170, 17527, 17158, 14807, 14577]","[15699, 15771]",1,0.5
0.5,news_combined,News,Has President Biden issued sanctions related to the situation in Ukraine?,"[15843, 17909, 14503, 15034, 16344, 15172, 16574, 16314, 16900, 15832]",[15838],Not Found,0.0
0.5,news_combined,News,Were the sanctions imposed by President Biden broad or targeted?,"[15843, 17909, 15872, 16344, 14503, 15034, 15832, 16721, 16501, 14650]","[15760, 15839]",Not Found,0.0
0.5,news_combined,News,Was Judge Aileen M. Cannon experienced in running criminal trials before the Trump classified documents case?,"[14779, 15892, 14921, 14932, 15661, 26253, 14384, 26277, 15274, 26224]","[15820, 15892]",2,0.5
0.5,news_combined,News,Has the FDA approved Florida's plan to import drugs from Canada?,"[20116, 20100, 15963, 19916, 19899, 15981, 21655, 19913, 19918, 22262]","[15899, 15981]",6,0.5
0.5,news_combined,News,What is the estimated savings Florida could make in the first year of importing medications?,"[15981, 15972, 16902, 15906, 15974, 15095, 14726, 14761, 14709, 14394]","[15896, 15974]",5,0.5
0.5,news_combined,News,What health conditions are treated by the medicines that Florida is planning to import?,"[15981, 2320, 19912, 19936, 298, 19795, 19990, 19793, 17002, 272]","[15899, 15981]",1,0.5
0.5,news_combined,News,What office is Mike Johnston holding as one of the Democratic politicians concerned about immigration pressure?,"[15982, 16299, 16309, 16310, 14922, 16321, 26376, 14923, 14944, 14406]","[15901, 15982]",1,0.5
0.5,news_combined,News,Has Mayor Eric Adams made a recent push related to the city's mentally ill population?,"[17350, 16056, 14612, 17642, 15301, 16062, 15639, 15640, 16059, 15020]","[16056, 15970]",2,0.5
0.5,news_combined,News,Did the gene-editing in chickens completely prevent avian influenza infections?,"[16170, 16178, 16176, 16163, 16164, 16165, 21340, 19301, 19461, 14527]","[16178, 16107]",2,0.5
0.5,news_combined,News,How many additional reservists did the Israeli government approve to call-up?,"[16137, 15241, 16592, 15292, 15294, 15295, 14654, 17720, 15839, 15289]","[16137, 16060]",1,0.5
0.5,news_combined,News,Which village near Gaza was visited by journalists from The New York Times?,"[15006, 17914, 17906, 17391, 17314, 15751, 15169, 17751, 16685, 16580]",[16150],Not Found,0.0
0.5,news_combined,News,Did Hamas take hostages during their attack?,"[17392, 16731, 16155, 16160, 17391, 15246, 16281, 15227, 15235, 15229]","[16069, 16143]",Not Found,0.0
0.5,news_combined,News,Did an Israeli ground invasion of Gaza appear imminent according to the document?,"[16211, 16229, 16212, 15241, 15223, 16214, 16152, 16284, 15237, 17391]",[16213],Not Found,0.0
0.5,news_combined,News,On what page can readers find the continuation of the story about Israeli forces entering the Gaza Strip?,"[16280, 16136, 16229, 16131, 17391, 15241, 16298, 16718, 16154, 16282]","[16304, 16229]",3,0.5
0.5,news_combined,News,Was the newspaper released on weekdays?,"[15998, 15321, 17069, 17914, 1210, 15747, 16699, 2162, 2167, 14898]","[16274, 16334]",Not Found,0.0
0.5,news_combined,News,What is the brief summary of the New York Poverty news?,"[17115, 16176, 17263, 708, 17113, 15403, 17622, 14277, 24288, 15813]","[16380, 16381]",Not Found,0.0
0.5,news_combined,News,How many figures are there in the frontpage?,"[5026, 24681, 24666, 24679, 24665, 24103, 24680, 24664, 24102, 24678]","[16352, 16420, 16454, 16399, 16337, 16434, 16402, 16477, 16478]",Not Found,0.0
0.5,news_combined,News,Who wrote the report about the influence of Africans on French?,"[16509, 16534, 16508, 16532, 16528, 16526, 16535, 15417, 16517, 16519]",[16513],Not Found,0.0
0.5,news_combined,News,Was the newspaper published on Monday?,"[16732, 16496, 14841, 15738, 1827, 1222, 21144, 17732, 16199, 16784]",[16559],Not Found,0.0
0.5,news_combined,News,How many figures are there in the document?,"[4739, 3907, 18235, 250, 20919, 22446, 11738, 11698, 5197, 20918]","[16688, 16691, 16564, 16633, 16667, 16671]",Not Found,0.0
0.5,news_combined,News,On what date was the newspaper released?,"[15213, 16732, 17840, 14908, 19352, 17001, 1386, 15662, 14485, 16147]","[16708, 16630]",Not Found,0.0
0.5,news_combined,News,Does the newspaper report news about King Charles?,"[14274, 16711, 14653, 19563, 16437, 17622, 19668, 17203, 16132, 17205]",[16777],Not Found,0.0
0.5,news_combined,News,On which page does the newspaper introduce the news of Oscar nominations?,"[17203, 17800, 17622, 14274, 14653, 16437, 17136, 15127, 17937, 16345]","[16858, 16778]",Not Found,0.0
0.5,news_combined,News,What is the title of the newspaper name?,"[14841, 14494, 14723, 15140, 15958, 17142, 15519, 16496, 15738, 15665]",[16784],Not Found,0.0
0.5,news_combined,News,Who reported the news about Macron Decree?,"[16877, 16903, 16880, 16878, 16879, 16899, 16890, 16125, 16885, 15157]",[16884],Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekdays?,"[15998, 17069, 15321, 17914, 1210, 15747, 2162, 16699, 14898, 2167]",[16865],Not Found,0.0
0.5,news_combined,News,How many figures are there in total in the frontpage?,"[4739, 18235, 3907, 850, 5197, 14668, 20894, 8353, 18219, 5629]","[16992, 16868, 16966, 16940, 16950, 16921, 16922, 16923, 16988, 16894, 16991]",Not Found,0.0
0.5,news_combined,News,On what day was the newspaper released?,"[16732, 1222, 15213, 14908, 15705, 1386, 16147, 17840, 19352, 15738]","[16937, 16865]",Not Found,0.0
0.5,news_combined,News,On which page does the newspaper detail a Washington Scandal?,"[17074, 16732, 16698, 1386, 17314, 15662, 15516, 1183, 15510, 1222]","[17001, 17074]",1,0.5
0.5,news_combined,News,Does the newspaper contain the news about N.Y.P.D.?,"[17075, 1183, 1180, 17882, 21340, 17884, 1182, 17622, 16999, 1200]","[17002, 17075]",1,0.5
0.5,news_combined,News,Who wrote the report about the baseball union negotiations?,"[17197, 17193, 15435, 17194, 16706, 14722, 16682, 16678, 17196, 16685]",[17195],Not Found,0.0
0.5,news_combined,News,What is the source of russian attack images?,"[17906, 15744, 15006, 14794, 17155, 15759, 14812, 15745, 14790, 15100]",[17164],Not Found,0.0
0.5,news_combined,News,Which publication is Maureen Dowd associated with?,"[17280, 21335, 16871, 16874, 16875, 16872, 16873, 11376, 7105, 26361]",[17273],Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekends?,"[16732, 15213, 16147, 1222, 17840, 14841, 15738, 17732, 1827, 16496]",[17215],Not Found,0.0
0.5,news_combined,News,How many figures are there in the document?,"[4739, 3907, 18235, 250, 22446, 20919, 11738, 20894, 11698, 20918]","[17217, 17251, 17188, 17265, 17204]",Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekdays?,"[15998, 17069, 15321, 17914, 15747, 1210, 2162, 16699, 2167, 14898]","[17282, 17215]",Not Found,0.0
0.5,news_combined,News,On which page does the newspaper detail the news about Ukraine fights?,"[16732, 1183, 1386, 17314, 17356, 14417, 16199, 15813, 14274, 16706]","[17373, 17374]",Not Found,0.0
0.5,news_combined,News,On what data was the newspaper released?,"[16732, 1222, 1183, 14350, 1182, 1386, 17203, 16147, 15705, 16999]","[17432, 17359]",Not Found,0.0
0.5,news_combined,News,Who reported the news about the child welfare agency accusation?,"[17550, 17554, 17555, 14368, 15652, 6784, 14372, 15952, 17877, 14886]",[17551],Not Found,0.0
0.5,news_combined,News,Does the newspaper contain the world cup news?,"[1827, 17281, 1182, 16199, 15738, 14271, 15813, 16784, 17356, 1183]",[17535],Not Found,0.0
0.5,news_combined,News,On what day was the newspaper released?,"[16732, 1222, 14908, 15213, 15705, 1386, 16147, 17840, 19352, 15738]",[17587],Not Found,0.0
0.5,news_combined,News,In which year was the newspaper released?,"[17840, 15213, 16263, 16732, 20672, 14630, 16038, 15565, 19790, 17577]",[17587],Not Found,0.0
0.5,news_combined,News,Does the newspaper contain the information about French Open championship?,"[16732, 17281, 15738, 16199, 16784, 14417, 1183, 15813, 17314, 17356]",[17727],Not Found,0.0
0.5,news_combined,News,How many figures are there in the front page?,"[5026, 24666, 24103, 24681, 24679, 24665, 24680, 24104, 24682, 24678]","[17792, 17793, 17736, 17716, 17717, 17750, 17718, 17753, 17790]",Not Found,0.0
0.5,news_combined,News,Did a clinic in Brazil report Xaiana for admitting to terminating a pregnancy?,"[17857, 17755, 16362, 16842, 6045, 16841, 15468, 15481, 8636, 17840]",[17865],Not Found,0.0
0.5,news_combined,News,What is the date of the newspaper?,"[16732, 1222, 16199, 16784, 1386, 17732, 1183, 15738, 17281, 17430]",[17809],Not Found,0.0
0.5,news_combined,News,On what day was the newspaper released?,"[16732, 1222, 14908, 15213, 15705, 1386, 16147, 17840, 19352, 15738]",[17809],Not Found,0.0
0.5,news_combined,News,How many figures are there in the document?,"[4739, 3907, 18235, 250, 20919, 22446, 11738, 11698, 20894, 20918]","[17890, 17827, 17816, 17932, 17903, 17935, 17936, 17876, 17878, 17879, 17912]",Not Found,0.0
