lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,ASX_LOV_2020,Financial report,What percentage of the product was moved through the China warehouse?,"[9495, 9391, 9505, 10447, 8675, 9497, 3000, 2999, 9723, 5907]",[9495],1,1.0
0.5,ASX_LOV_2020,Financial report,Calculate the decline in the company's gross profit in dollars from 2019 to 2020.,"[10573, 10582, 8807, 9534, 8452, 8454, 10738, 10578, 8450, 10562]","[9667, 9668]",Not Found,0.0
0.5,ASX_LOV_2020,Financial report,How many stores did Lovisa Holdings Limited own in Australia in the fiscal year 2020?,"[9677, 9676, 10235, 9625, 10224, 10270, 10192, 10266, 10257, 10168]",[9387],Not Found,0.0
0.5,ASX_LOV_2020,Financial report,What is the difference between the total number of owned and franchise stores of the company in the fiscal year 2019?,"[9388, 10337, 10503, 9387, 9487, 10570, 10579, 10424, 10500, 10338]",[9388],1,1.0
0.5,ASX_LOV_2020,Financial report,How many ordinary shares in the company does B Blundy hold?,"[9454, 9623, 9449, 9428, 9419, 9418, 9559, 9648, 11900, 9448]",[9454],1,1.0
0.5,ASX_LOV_2020,Financial report,How many Lovisa stores were there in Australia in 2020?,"[9528, 9508, 9521, 9526, 9501, 9532, 9497, 9540, 9530, 9523]",[9387],Not Found,0.0
0.5,ASX_LOV_2020,Financial report,Which country showed the largest increase in the number of Lovisa stores from 2018 to 2020?,"[9151, 9503, 9152, 9155, 7717, 9388, 11112, 4100, 9940, 4014]",[9387],Not Found,0.0
0.5,ASX_LOV_2020,Financial report,"How many times does the document mention ""net working capital""?","[9487, 9486, 9485, 10345, 3223, 3222, 8785, 3221, 6216, 7920]","[9485, 9486, 9487]",1,1.0
0.5,Independents-Report,Research report / Introduction,What's the percentage of people who are democrats and voted in the last election compared to the entire population in 2018?,"[17532, 17534, 17535, 17533, 16819, 19390, 17538, 3721, 17539, 17536]","[17518, 17522, 17523, 17524, 17527, 17534, 17535]",2,0.29
0.5,Independents-Report,Research report / Introduction,"According to this report, which group is greater in population in 2018? Republican who are hispanic, or no leans who are male?","[17615, 17612, 17537, 17555, 17536, 17584, 17524, 17569, 17573, 17605]","[17522, 17518, 17615]",1,0.33
0.5,Independents-Report,Research report / Introduction,"According to this report, how many charts provide no opinions only from the ""no lean"" group?","[17562, 7064, 11947, 10529, 17566, 17565, 17563, 17564, 17561, 10576]","[17555, 17573]",Not Found,0.0
0.5,GPL-Graduate-Studies-Professional-Learning-Brochure-Jul-2021,Brochure,How many people with scarf are there in  Page 5?,"[12907, 6884, 12859, 11584, 13591, 10187, 11436, 13080, 10278, 11874]",[12845],Not Found,0.0
0.5,GPL-Graduate-Studies-Professional-Learning-Brochure-Jul-2021,Brochure,Which program has the longest time period among all the leadership programmes?,"[50, 10785, 10787, 12686, 11776, 15975, 17945, 378, 54, 19185]",[12947],Not Found,0.0
0.5,GPL-Graduate-Studies-Professional-Learning-Brochure-Jul-2021,Brochure,Which programme by coursework with disciplinary content allows to have the maximum of 3 years full-time duration? Write down the answer with alphabetical order. ,"[12866, 12947, 12864, 13145, 17434, 264, 5116, 9767, 17387, 17386]","[12864, 12859]",3,0.5
0.5,DSA-278777,Guidebook,How many parts has the prefix N in the packages?,"[7959, 7961, 8002, 8000, 7975, 7970, 16017, 17665, 15640, 7949]",[7959],1,1.0
0.5,DSA-278777,Guidebook,Which port has the alternative function that capture Trigger from port 0-3?,"[7972, 140, 7979, 7977, 7956, 7955, 7973, 142, 8031, 2720]",[7972],1,1.0
0.5,DSA-278777,Guidebook,What is the minimum voltage of the symbol at the bottom left corner in the Figure of EPROM programming and verification waveforms? Write down the answer in float format.,"[8065, 8078, 8068, 8038, 8048, 8103, 8101, 8102, 8043, 8042]","[8064, 8065]",1,0.5
0.5,DSA-278777,Guidebook,"How many waveform figures are contained in the guidebook for 272318? List the page numbers in the list format in ascending order,e.g., [""1"",""2""]","[6430, 8049, 8106, 12325, 10892, 12818, 103, 8107, 5972, 13148]","[8032, 8065, 8070, 8038, 8103, 8041, 8043, 8078]",Not Found,0.0
0.5,DSA-278777,Guidebook,How many connection graphs are contained in the guidebook?,"[6380, 6382, 6379, 38, 6377, 6436, 6381, 6419, 8031, 6376]","[7961, 7988]",Not Found,0.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,What is the central component of the figure at page 17?,"[15788, 15789, 18717, 11335, 19089, 15792, 15790, 14354, 15791, 926]",[927],Not Found,0.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many ECS components wiil the AliCloud DNS go through in the figure at Page 18?,"[932, 930, 951, 926, 955, 928, 956, 954, 8054, 942]","[928, 932]",1,1.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many cameras outside the China area does the figure at Page 19 has? Write the answer in float format.,"[6838, 971, 15487, 12649, 6839, 6466, 10325, 12392, 11703, 4207]",[942],Not Found,0.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many website url does the document have?,"[971, 7941, 970, 11421, 14369, 12822, 6849, 14508, 14792, 12377]","[960, 834, 963, 968, 970, 971, 974, 924]",1,0.25
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many data centers does the China's largest cloud provider have?,"[809, 810, 811, 808, 813, 812, 828, 806, 883, 882]","[800, 809, 811]",1,0.67
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,Which cities does the China's largest cloud provider have teams? Write the answer in list format with alphabetical rder.,"[6800, 812, 1693, 13100, 1692, 13238, 13752, 1686, 13225, 13138]","[800, 808, 809, 811, 812]",2,0.2
0.5,ISEP_student_handbook_2020,Brochure,Which compulsory ISEP courses does the students must have? Write the answer in list format in ascending order. ,"[17383, 17309, 17402, 17384, 17387, 17323, 17386, 17494, 17385, 17325]","[17307, 17309]",2,0.5
0.5,ISEP_student_handbook_2020,Brochure,How many areas do the course requiremnt have?,"[17325, 17307, 13266, 17308, 13333, 17311, 17310, 17313, 17309, 17315]","[17307, 17309, 17325]",1,1.0
0.5,ISEP_student_handbook_2020,Brochure,What is the maximum hours of ISEP buddy scheme does a Singaporean ISEP students require to do?,"[17387, 17494, 17493, 17402, 17384, 17385, 17383, 17440, 17386, 17307]","[17386, 17387]",1,1.0
0.5,ISEP_student_handbook_2020,Brochure,"What is the deadline  month of the January intake ISEP students need to nominate supervisors and nominations of tac? Write the answer in list format, e.g., [""Jan"",""Feb""]","[17399, 17405, 17407, 17322, 17318, 17387, 17386, 17383, 17466, 17402]",[17405],2,1.0
0.5,Guide-for-international-students-web,Guidebook,What is NTU standing for in this guidebook?,"[13028, 13602, 13547, 13352, 13588, 13104, 13603, 13135, 13606, 13601]",[13026],Not Found,0.0
0.5,Guide-for-international-students-web,Guidebook,Where did Terry Tan study the foundation course before he progressed to NTU?,"[13273, 13274, 13271, 13272, 17512, 13288, 13591, 13536, 13533, 13324]","[13273, 13267]",1,0.5
0.5,Guide-for-international-students-web,Guidebook,How much time does it take from clifton campus to the city centre by bus? Your answer should be formatted as 'xx mins'.,"[13314, 13477, 13313, 13318, 13476, 13316, 13319, 13309, 8047, 3580]",[13477],2,1.0
0.5,COSTCO_2021_10K,Financial report,What is common equity  for COSTCO in FY2021? ,"[227, 224, 229, 226, 225, 228, 517, 515, 505, 514]",[513],Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,What is total long-term Liabilities for COSTCO in FY 2021? Anwser in millions,"[224, 505, 227, 226, 229, 228, 225, 515, 673, 517]",[513],Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,what is EBITDA  for costco in FY2021?,"[16628, 3554, 3558, 16277, 8671, 5251, 1802, 5250, 13755, 1691]","[505, 515, 517]",Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,what is long-term debt of  Costco in FY 2021? Anwser in millions.,"[673, 513, 525, 376, 391, 713, 505, 719, 234, 277]","[513, 629, 630, 632, 633, 634]",2,0.17
0.5,COSTCO_2021_10K,Financial report,what is total debt of COSTCO in FY 2021?Answer in millions.,"[515, 517, 505, 518, 227, 225, 228, 224, 506, 507]","[513, 629, 630, 632, 633, 634]",Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,what is total debt to EBITDA ratio of COSTCO in FY2021?round your answer to three decimal places.,"[6529, 12360, 7509, 3556, 2329, 3554, 6473, 6479, 11287, 14462]","[513, 515, 517, 505, 629, 630, 632, 633, 634]",Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,what is total liabilities for COSTCO in FY 2021?Answer in millions.,"[515, 505, 517, 224, 228, 225, 229, 227, 226, 507]",[513],Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,what is Long-term Debt to Total Liabilities for COSTCO in FY2021? Round your answer to two decimal places.,"[12048, 10333, 630, 7449, 7450, 7330, 629, 10979, 10982, 7339]","[513, 629, 630, 632, 633, 634]",3,0.33
0.5,COSTCO_2021_10K,Financial report,what is current liabilities to total liabilities for COSTCO in FY2021? Round your answer to three decimal places.,"[513, 11708, 632, 12048, 7401, 11720, 10898, 10896, 11438, 7391]",[513],1,1.0
0.5,COSTCO_2021_10K,Financial report,What is total liabilities for costco in FY 2021?,"[673, 234, 266, 525, 523, 713, 513, 492, 717, 738]","[505, 513]",7,0.5
0.5,COSTCO_2021_10K,Financial report,"what is total debt to total assets  for costco in FY 2021?

","[12057, 10982, 12331, 12204, 10979, 12048, 614, 12205, 12388, 11715]","[513, 629, 630, 632, 633, 634]",Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,what is Operating cash flow to Current Liabilitiesfor COSTCO in FY2021? Round your answer to three decimal places.,"[513, 632, 10792, 426, 658, 544, 636, 630, 12345, 427]","[513, 515, 517]",1,0.33
0.5,COSTCO_2021_10K,Financial report,How much shares did COSTCO repurchase in FY2021?,"[515, 517, 224, 227, 505, 514, 518, 503, 507, 228]","[441, 427]",Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,"How much did COSTCO spend on repurchasing of common stock in FY2021?Answer in millions.
","[515, 517, 505, 227, 375, 224, 228, 642, 513, 229]","[441, 427]",Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,What does Costco rely heavily on for its financial performance in FY2021?,"[2830, 293, 14142, 300, 5434, 3052, 15092, 8820, 283, 15166]",[282],Not Found,0.0
0.5,COSTCO_2021_10K,Financial report,How many membership warehouses did COSTCO operate at 2021?,"[505, 518, 514, 503, 507, 224, 234, 229, 225, 517]",[360],Not Found,0.0
0.5,D19-1539,Academic paper,What training data were used for the models in this study?,"[6554, 27, 6552, 29, 6513, 6551, 6556, 6159, 26, 25]","[6530, 6519]",Not Found,0.0
0.5,D19-1539,Academic paper,Which training data size from the Common Crawl resulted in the highest average accuracy across all GLUE tasks?,"[6552, 6511, 6547, 6530, 6491, 6555, 6083, 6554, 6054, 6512]",[6554],8,1.0
0.5,D19-1539,Academic paper,How does the CNN Base model's performance on the SST-2 task compare to the OpenAI GPT?,"[6527, 6529, 6538, 6420, 6069, 6516, 183, 6554, 6405, 6534]","[6516, 6527]",1,1.0
0.5,D19-1539,Academic paper,Which model has the highest test F1 score according to Table 4?,"[6534, 6533, 6405, 6285, 6283, 6280, 6080, 5926, 6527, 6538]","[6524, 6534]",1,0.5
0.5,D19-1539,Academic paper,What loss function achieved the highest average performance according to Table 5?,"[6484, 6361, 6475, 6548, 6478, 6547, 672, 676, 12311, 5926]","[6538, 6527]",Not Found,0.0
0.5,D19-1539,Academic paper,What is the purpose of the combination (comb) layers in Figure 2?,"[6497, 6496, 6477, 6504, 6495, 6498, 6483, 6844, 5897, 7491]",[6497],1,1.0
0.5,D19-1539,Academic paper,Are all authors from the same affilation?,"[2769, 221, 4119, 5781, 6434, 7896, 1040, 256, 1674, 17528]",[6471],Not Found,0.0
0.5,C18-1117,Academic paper,What is one limitation of using Google Ngrams for studying semantic shifts?,"[27, 10, 25, 102, 59, 6315, 181, 6468, 6238, 148]","[25, 15]",3,0.5
0.5,C18-1117,Academic paper,What is the document title?,"[728, 8119, 11, 114, 7036, 183, 727, 156, 173, 6566]",[0],Not Found,0.0
0.5,D18-1334,Academic paper,Has the gender-informed NMT system shown consistent improvements over the baseline system?,"[6252, 6298, 6275, 6258, 6276, 6245, 6251, 6274, 6250, 6282]","[6298, 6287]",2,0.5
0.5,D18-1334,Academic paper,How many language pairs are included in the datasets compiled for the research?,"[6266, 6262, 6261, 6265, 6245, 6260, 6274, 6252, 6272, 6290]",[6245],5,1.0
0.5,D18-1334,Academic paper,How many more annotated parallel sentences does the language pair EN-DA have compared to the EN-RO pair?,"[6265, 6272, 6281, 186, 6283, 6285, 6282, 6266, 6260, 6286]","[6265, 6251]",1,0.5
0.5,D18-1360,Academic paper,What is the original figure number associated with the automatically generated knowledge graph?,"[6469, 7908, 6466, 6419, 6526, 6683, 8053, 13025, 14646, 15622]",[6380],Not Found,0.0
0.5,D18-1360,Academic paper,What is the performance score for Entity Recognition when multitasked with Coreference Resolution?,"[6348, 6408, 6405, 6409, 6364, 6407, 6400, 6404, 6406, 6345]",[6409],4,1.0
0.5,D18-1360,Academic paper,Which model has the highest F1 score for entity recognition on the Test set?,"[6405, 6534, 6533, 6080, 6375, 161, 6283, 6285, 6525, 6045]",[6406],Not Found,0.0
0.5,D18-1360,Academic paper,Which model achieved the highest F1 score in span identification?,"[6533, 6534, 147, 172, 6538, 175, 6420, 6069, 6527, 141]",[6420],7,1.0
0.5,D18-1360,Academic paper,What is the document title?,"[728, 114, 8119, 183, 11, 7036, 727, 5932, 6807, 985]",[6317],Not Found,0.0
0.5,D18-1003,Academic paper,What method is used by the model to aggregate individual article credibility scores for a single claim?,"[5903, 5900, 5894, 5893, 5895, 5897, 5901, 5899, 5898, 5896]","[5882, 5903]",1,0.5
0.5,D18-1003,Academic paper,How many total claims are reported by Snopes according to Table 1?,"[5933, 5920, 5927, 5947, 5930, 5909, 5926, 5949, 5915, 5922]",[5915],9,1.0
0.5,D18-1003,Academic paper,What is the percentage of unverified claims out of the total claims for the SE dataset?,"[5915, 5865, 12306, 7420, 5919, 5861, 5866, 5872, 5912, 311]",[5915],1,1.0
0.5,D18-1003,Academic paper,Which configuration has the highest Macro Accuracy according to Table 5?,"[5944, 5935, 5927, 5930, 6188, 6195, 5943, 6538, 6554, 6527]",[5944],1,1.0
0.5,D18-1003,Academic paper,"In Figure 2b, which two groups of news sources does DeClarE differentiate between?","[5953, 5964, 5947, 5929, 5951, 5943, 5952, 5949, 5932, 5857]",[5952],7,1.0
0.5,D18-1003,Academic paper,How many figures are there in this paper?,"[15622, 7908, 15615, 6568, 19147, 17426, 12332, 19026, 7906, 11384]","[5952, 5878]",Not Found,0.0
0.5,D18-1034,Academic paper,Does the method described project word embeddings into a shared space for translation?,"[6006, 6007, 5994, 5992, 6014, 6035, 6037, 6091, 6084, 6095]",[6007],2,1.0
0.5,D18-1034,Academic paper,Why does the model not perform as well on German compared to Spanish and Dutch?,"[6066, 6065, 184, 6079, 6069, 5996, 113, 186, 6078, 5997]",[6066],1,1.0
0.5,D18-1034,Academic paper,What is the highest NER F1 score reported for Spanish using the models presented?,"[6069, 158, 6070, 6081, 179, 142, 175, 176, 172, 6086]",[6069],1,1.0
0.5,D18-1034,Academic paper,Which model achieved the highest F1 score on the Uyghur Unsequestered Set according to Table 3?,"[6083, 6080, 6084, 6086, 6051, 6081, 6095, 6085, 6082, 5996]",[6080],2,1.0
0.5,D18-1034,Academic paper,Why might the model use both word-level and character-level embeddings as inputs?,"[157, 168, 171, 6043, 6061, 172, 173, 6041, 146, 158]",[6035],Not Found,0.0
0.5,D18-1034,Academic paper,How many references are there in the paper?,"[194, 6428, 6303, 6562, 80, 5965, 6212, 6100, 6431, 5971]","[6100, 6101, 6102, 6103, 6104, 6105]",8,0.17
0.5,D18-1287,Academic paper,How does the model generate the panorama IP that is used for goal prediction?,"[6139, 6143, 6142, 6147, 6138, 6134, 6148, 6127, 6117, 6114]",[6138],5,1.0
0.5,D18-1287,Academic paper,What category has the highest count in the CHAI corpus according to Table 2?,"[6180, 113, 6200, 6387, 6381, 68, 6001, 183, 6382, 6440]",[6180],1,1.0
0.5,D18-1287,Academic paper,What is the mean goal prediction error for instructions with spatial relations present?,"[6200, 6202, 6180, 6121, 8207, 8118, 6139, 6134, 8223, 8246]",[6180],3,1.0
0.5,D18-1287,Academic paper,What is the total number of paragraphs in the LANI dataset?,"[2370, 6165, 13986, 6267, 6060, 6268, 5848, 373, 3417, 16295]",[6165],2,1.0
0.5,D18-1287,Academic paper,How many more mean actions per instruction does the CHAI dataset have compared to the LANI dataset?,"[6165, 6188, 6180, 6190, 6121, 6110, 6341, 6197, 6554, 126]",[6165],1,1.0
0.5,C18-1182,Academic paper,"In Figure 4, what is the function of the components marked as 'Word LSTM-B' and 'Word LSTM-F'?","[146, 168, 156, 157, 6061, 6043, 6035, 178, 5877, 158]","[168, 178]",2,1.0
0.5,C18-1182,Academic paper,"According to Figure 3, what is the sequence followed to generate the final labels for Named Entity Recognition?","[6144, 5900, 6125, 168, 5884, 12470, 6477, 6150, 178, 6348]","[168, 157]",4,0.5
0.5,C18-1182,Academic paper,"According to Figure 1, how is each word in a sentence processed before being input to the LSTM layers?","[178, 6348, 6035, 157, 168, 160, 5878, 173, 146, 6043]","[146, 134]",9,0.5
0.5,C18-1182,Academic paper,What is the purpose of the bidirectional LSTM layers (Char LSTM-B and Char LSTM-F) in the neural network in Figure 2?,"[157, 168, 6035, 6405, 6061, 146, 178, 5940, 156, 5927]","[146, 157]",1,1.0
0.5,C18-1182,Academic paper,Are the authors of the paper affiliated to the same institution?,"[1328, 1973, 4425, 4467, 4258, 4352, 4441, 4411, 7896, 13416]",[107],Not Found,0.0
0.5,FBS_S_ES_Public,Government,What are the primary concerns addressed by Bureau Objective 1.3?,"[9454, 8709, 7815, 7721, 3752, 14084, 16104, 9810, 10078, 18404]","[9880, 9879]",Not Found,0.0
0.5,FBS_S_ES_Public,Government,How does the Bureau plan to mitigate the risk of not seeking diversity?,"[9894, 10078, 9857, 8833, 8639, 9033, 9211, 9565, 10045, 9596]","[9891, 9894]",1,0.5
0.5,FBS_F_Public-Accessible,Government,Is the Bureau aiming to establish and encourage evidence-based decision-making within senior leadership?,"[8873, 8862, 8875, 9852, 8806, 8158, 8876, 12577, 9242, 9199]",[8875],3,1.0
0.5,FBS_F_Public-Accessible,Government,What is the main risk associated with Bureau Objective 1.1?,"[9087, 9174, 9889, 9084, 8723, 8870, 8873, 8818, 9896, 9418]","[8818, 8812]",8,0.5
0.5,FBS_F_Public-Accessible,Government,What is the date when the document was approved for public release?,"[17054, 7791, 8252, 14756, 1320, 15212, 19189, 14653, 15322, 9694]","[8821, 8815]",Not Found,0.0
0.5,FY-2020-Agency-Financial-Report,Government,Did the Department comply with all FFMIA requirements?,"[7117, 12016, 10599, 10598, 12010, 7116, 10594, 10589, 12015, 12005]","[10593, 10599]",3,0.5
0.5,FY-2020-Agency-Financial-Report,Government,What type of analysis did the Bureau of the Comptroller and Global Financial Services perform?,"[11912, 7027, 7915, 7920, 12806, 7917, 11417, 7919, 7921, 7916]","[10593, 10599]",Not Found,0.0
0.5,FY-2020-Agency-Financial-Report,Government,How many sections does the report consist of?,"[10784, 6608, 12212, 15511, 6593, 3418, 7457, 15990, 12022, 5837]","[10104, 10100, 10102]",Not Found,0.0
0.5,FY-2020-Agency-Financial-Report,Government,What does the appendices include?,"[11484, 6608, 10131, 11385, 6607, 12783, 7894, 11483, 11486, 6583]","[11393, 11386, 11396, 11421]",Not Found,0.0
0.5,DoS-Geospatial-Data-Strategy_Digital-Version_Accessible-9162021-with-Signature-page_Accessible-9222021,Government,Who is the Chief Data Officer at the Department of State?,"[8255, 6790, 7566, 11694, 8239, 8120, 8240, 7567, 7568, 10300]",[8255],1,1.0
0.5,DoS-Geospatial-Data-Strategy_Digital-Version_Accessible-9162021-with-Signature-page_Accessible-9222021,Government,By which department was the report released?,"[732, 11028, 4468, 7124, 7457, 12467, 12022, 7026, 6590, 11430]",[8110],Not Found,0.0
0.5,DoS-Geospatial-Data-Strategy_Digital-Version_Accessible-9162021-with-Signature-page_Accessible-9222021,Government,On which page mentions the document change history?,"[8115, 12475, 8114, 6099, 8251, 8116, 8252, 6434, 5967, 105]",[8252],7,1.0
0.5,International-Narcotics-Control-Strategy-Report-Volume-I-FINAL-1,Government,How much did the seizures of precursor chemicals increase in Kazakhstan from 2019 to the first nine months of 2020?,"[18778, 17945, 18031, 15975, 15956, 17913, 17029, 18035, 17947, 17124]","[18768, 18778]",1,0.5
0.5,International-Narcotics-Control-Strategy-Report-Volume-I-FINAL-1,Government,What method is used in Mexico for methamphetamine production using substitute chemicals?,"[15980, 18101, 15745, 15777, 15748, 18108, 18975, 17174, 15798, 18150]","[18101, 18093]",2,0.5
0.5,International-Narcotics-Control-Strategy-Report-Volume-I-FINAL-1,Government,Has the INCB deployed regional advisors to help with the issue of synthetic drugs and precursors?,"[18163, 15695, 13100, 3480, 16137, 17868, 8463, 5082, 8460, 8465]",[18163],1,1.0
0.5,International-Narcotics-Control-Strategy-Report-Volume-I-FINAL-1,Government,Is Afghanistan the world’s largest producer of illicit opiates?,"[18170, 16213, 16022, 14133, 16460, 18295, 16693, 16246, 13772, 17244]",[18170],1,1.0
0.5,FBS_EB_29July2022_Public,Government,Is the trade policy described in Bureau Objective 2.3 worker-centered?,"[8698, 19385, 19368, 19577, 19367, 8689, 9433, 9407, 8677, 9425]","[8698, 8695]",1,0.5
0.5,FBS_IRF_Public,Government,What is the primary method mentioned for containing expenditures in the office?,"[18452, 16379, 14386, 18423, 6440, 6195, 18111, 6468, 6467, 6444]","[9276, 9271]",Not Found,0.0
0.5,FBS_IRF_Public,Government,What might hinder the U.S.'s ability to achieve strategic prevention of religious freedom violations?,"[9268, 19500, 19527, 19505, 19318, 9260, 10275, 19584, 9328, 8689]","[9268, 9262]",1,0.5
0.5,FBS_IRF_Public,Government,What specific date was the document approved?,"[6347, 8119, 7113, 7062, 8232, 12475, 471, 12178, 10489, 10586]","[9267, 9261]",Not Found,0.0
0.5,FBS_GCJ_Public,Government,Does the GCJ (Global Criminal Justice) advise the Department and interagency on the use of transitional justice tools?,"[8902, 12567, 12644, 12789, 8906, 12317, 8949, 8910, 8907, 2550]","[8906, 8902]",1,1.0
0.5,FBS_GCJ_Public,Government,What is the purpose of the War Crimes Rewards Program implemented by the GCJ?,"[7439, 7437, 7436, 7438, 7435, 12317, 10886, 8907, 7433, 12318]",[8907],8,1.0
0.5,FBS_OES_28APR2023_PUBLIC,Government,Was the document approved before it was revised?,"[8672, 9549, 9694, 17430, 14482, 10967, 2568, 1201, 1341, 12709]",[9549],2,1.0
0.5,FBS_OES_28APR2023_PUBLIC,Government,How does OES plan to mitigate the risks associated with achieving climate goals and objectives?,"[9582, 19429, 19426, 8908, 8141, 10001, 17692, 15510, 11155, 9265]",[9582],1,1.0
0.5,FBS_OES_28APR2023_PUBLIC,Government,What is the goal that the Bureau Objective 1.1 supports regarding global conservation?,"[9322, 9326, 9323, 19503, 8295, 9635, 9807, 8599, 9495, 9082]","[9562, 9564]",Not Found,0.0
0.5,FBS_CDP_Public,Government,What is the objective number of the Bureau Cross-Cutting Management Objective discussed in the text?,"[9391, 9678, 9050, 19448, 9049, 9051, 9679, 19452, 9389, 8568]","[8409, 8410, 8411, 8412]",Not Found,0.0
0.5,FBS_CDP_Public,Government,What is the page range for the 'Bureau Goals and Objectives' section?,"[9515, 19502, 9834, 10020, 9952, 8373, 9927, 19634, 9836, 9964]",[8346],Not Found,0.0
0.5,FBS_H_23FEB2022_PUBLIC-1,Government,How does Bureau Objective 2.1 support the JSP Goals overall?,"[9108, 9083, 9093, 8755, 9099, 9104, 9102, 9086, 9089, 9111]","[9089, 9093]",3,1.0
0.5,FBS_H_23FEB2022_PUBLIC-1,Government,What is the purpose of Bureau Objective 1.2?,"[8604, 9635, 8710, 8605, 9656, 8690, 8703, 9653, 8700, 9636]",[9085],Not Found,0.0
0.5,FBS_CA_03NOV2023_PUBLIC,Government,How does the Bureau plan to reduce the risk of visa fraud through their future objectives?,"[8609, 10199, 10203, 11572, 11258, 6681, 8313, 8610, 9180, 8311]","[8313, 8311]",7,1.0
0.5,FBS_CA_03NOV2023_PUBLIC,Government,What does the CA acronym stand for in the context of the document?,"[8240, 8239, 6400, 8238, 7897, 5954, 6584, 13628, 8114, 8116]",[8264],Not Found,0.0
0.5,FBS_CA_03NOV2023_PUBLIC,Government,What are the two main risks mentioned for the Management Objective Risk Consideration 1.6?,"[8341, 9391, 8337, 19452, 8526, 19402, 9889, 8728, 8410, 9896]",[8341],1,1.0
0.5,FY-2021-Agency-Financial-Report-508,Government,Does the Department serve as a payroll shared service provider for Federal agencies?,"[11333, 12730, 11327, 7834, 12723, 11335, 11316, 12709, 7814, 12697]",[12730],2,1.0
0.5,FY-2021-Agency-Financial-Report-508,Government,What solution is the Department implementing to replace legacy payroll systems?,"[11334, 12731, 11335, 12732, 11321, 7848, 7542, 8004, 7830, 6060]",[12731],2,1.0
0.5,FY-2021-Agency-Financial-Report-508,Government,Did the Unobligated Balance from Prior Year Budget Authority decrease from 2020 to 2021?,"[7482, 10353, 12053, 12367, 7159, 11743, 12415, 10935, 10634, 7481]",[12053],3,1.0
0.5,FY-2021-Agency-Financial-Report-508,Government,How many authorized positions were vacant in the division overseeing DS contracts within the Bureau of Administration?,"[12554, 12546, 11138, 12549, 11046, 7673, 11099, 11189, 8616, 11097]","[12554, 12546]",1,1.0
0.5,FBS_PM_29NOV2023_Public,Government,When was the document revised?,"[12178, 11785, 9549, 8672, 15457, 11757, 11623, 7171, 6804, 14482]",[9694],Not Found,0.0
0.5,FBS_PM_29NOV2023_Public,Government,What strategies will the Bureau use to help partners better counter non-state threats?,"[9716, 9698, 9379, 9154, 9371, 8457, 9378, 9309, 8443, 9715]","[9713, 9716]",1,0.5
0.5,JRS-EAP-Asia_06JAN2023_Public,Government,When was the document approved?,"[8672, 9299, 9549, 9694, 8254, 8255, 1552, 15836, 14607, 9062]",[19470],Not Found,0.0
0.5,JRS-EAP-Asia_06JAN2023_Public,Government,Which institutions or agencies release the document?,"[12361, 8952, 16855, 9957, 7476, 11270, 1418, 14437, 16327, 19452]",[19456],Not Found,0.0
0.5,JRS-EAP-Asia_06JAN2023_Public,Government,What are the potential consequences of inaction in addressing climate change mentioned in the document?,"[19515, 19425, 340, 19424, 6962, 19677, 339, 19516, 19426, 19675]","[19513, 19516]",8,0.5
0.5,JRS-EAP-Asia_06JAN2023_Public,Government,Does the East Asia and Pacific Joint Regional Strategy (JRS) have classified goals?,"[19466, 11611, 19316, 19308, 10219, 19309, 19310, 11604, 6703, 10242]",[19466],1,1.0
0.5,Country_Reports_on_Terrorism_2020,Government,Which Lebanese law enforcement organization worked with external forces to enhance their counterterrorism capabilities?,"[1900, 19173, 1938, 4897, 4103, 2451, 3806, 18884, 15695, 16376]","[4348, 4356]",Not Found,0.0
0.5,FBS_L_27JAN2022_PUBLIC-1,Government,What is the greatest risk to the Department due to inadequate attorney staffing levels?,"[9435, 9438, 9432, 9418, 9427, 9423, 9420, 9084, 9087, 12631]",[9418],4,1.0
0.5,FBS_L_27JAN2022_PUBLIC-1,Government,What is the Bureau's strategy for enhancing its employees' skills?,"[8800, 8727, 9412, 7603, 6858, 8434, 9708, 9475, 9078, 11168]","[9456, 9460]",Not Found,0.0
0.5,FBS_ISN_Public,Government,"How many times does the document mention ""INSSG""?","[8775, 8965, 9298, 8769, 9731, 9732, 8939, 8755, 9291, 8780]","[9288, 9289, 9291, 9292, 9293, 9296, 9298]",3,0.29
