lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,FBS_S_GWI_Public,Government,What is the major message conveyed in the last page?,"[11485, 11488, 1167, 6627, 11476, 11486, 11504, 11450, 10147, 12839]","[10082, 10078]",Not Found,0.0
0.5,FBS_S_GAC_Public,Government,When was the document approved?,"[8672, 9299, 8254, 9694, 9549, 1552, 8255, 15836, 14607, 8252]",[9925],Not Found,0.0
0.5,FBS_S_GAC_Public,Government,Does PEPFAR have experience working with marginalized populations?,"[9907, 9951, 9962, 9929, 9904, 9984, 9947, 9988, 9932, 9974]",[9988],8,1.0
0.5,FBS_S_GAC_Public,Government,Will PEPFAR increase its funding and support for community-led monitoring?,"[9935, 9974, 9942, 9943, 9945, 9951, 9967, 9973, 9906, 9972]",[9935],1,1.0
0.5,FBS_OFM_10JAN2022_PUBLIC,Government,What institution or agency released the report?,"[19345, 16357, 3962, 6634, 16965, 12840, 11530, 16607, 4060, 15388]",[9607],Not Found,0.0
0.5,FBS_OBO_27APR2023v2_PUBLIC,Government,On which page does the document detail Bureau Objective 2.1?,"[1029, 198, 971, 3039, 195, 102, 196, 19465, 970, 985]",[9508],Not Found,0.0
0.5,FBS_OBO_27APR2023v2_PUBLIC,Government,What specific areas will OBO incorporate Enterprise Risk Management (ERM) considerations into?,"[9479, 10415, 11817, 9536, 6908, 9537, 11803, 11170, 12788, 11388]",[9479],1,1.0
0.5,FBS_OBO_27APR2023v2_PUBLIC,Government,How many major sections are listed in the Table of Contents?,"[15762, 5924, 6181, 17421, 10980, 632, 7157, 11708, 10631, 12388]","[9467, 9468]",Not Found,0.0
0.5,Country_Reports_2021_Complete_MASTER.no_maps-011323-Accessible,Government,Who is the former leader of Jemaah Islamiya that was released from prison in January 2021?,"[2841, 5543, 5548, 5547, 5546, 5545, 5549, 2845, 5542, 5544]","[2841, 2830]",1,0.5
0.5,Country_Reports_2021_Complete_MASTER.no_maps-011323-Accessible,Government,What are the implications of Pakistan's International Border Management Security System with regard to border security enhancement?,"[4612, 2166, 4627, 2197, 4643, 9189, 4291, 3683, 4484, 4586]",[2166],2,1.0
0.5,FBS_PRM_Public,Government,What is the title of the document?,"[6577, 11453, 10101, 985, 103, 6566, 3440, 6239, 6215, 6563]",[9779],Not Found,0.0
0.5,FBS_PRM_Public,Government,What is the main content of the last page of the document?,"[7014, 11897, 10168, 10480, 13598, 6207, 6315, 105, 196, 6429]","[9858, 9859, 9861, 9862]",Not Found,0.0
0.5,FBS_PRM_Public,Government,What organization provides technical assistance to governments for developing migration policies as per PRM funding?,"[9843, 9789, 9786, 9801, 9228, 9816, 19406, 19551, 8155, 9838]","[9843, 9838]",1,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What specific measures does Prosper Africa intend to implement to enhance trade relationships between the U.S. and Africa?,"[19370, 19369, 19365, 19373, 19328, 19320, 19315, 3474, 17647, 15490]",[19369],2,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,When was the document approved?,"[8672, 9299, 8254, 9549, 9694, 8255, 1552, 15836, 8252, 14607]",[19409],Not Found,0.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What sectors are mentioned where U.S. businesses are highly competitive in Africa?,"[19368, 854, 8679, 410, 903, 19565, 10356, 15179, 19382, 838]",[19368],1,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What is the USAID Africa Trade and Investment Activity aimed to promote?,"[19377, 19373, 5087, 5116, 8670, 5072, 5109, 19369, 5108, 9374]",[19377],1,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What section in the Table of Contents details the bureau's strategic planning approach?,"[8113, 8114, 8116, 8975, 9468, 8647, 9056, 8733, 9993, 9782]",[19312],Not Found,0.0
0.5,JRS-NEA-ME_JRS_FINAL_Formatted_Public-Version-1,Government,How many objectives are under the Bureau Goal 2?,"[8761, 9940, 8300, 8299, 8449, 19510, 9572, 19642, 9171, 19641]","[19616, 19617, 19612]",Not Found,0.0
0.5,FBS_CT_Public,Government,Is disrupting terrorist financing a focus of the CT's efforts?,"[2016, 4460, 996, 4673, 1418, 4982, 1982, 1628, 1990, 4604]",[8531],Not Found,0.0
0.5,FBS_CT_Public,Government,"What page of the document outlines the ""Bureau Strategic Framework""?","[8991, 8989, 8745, 8995, 8988, 8994, 8746, 8740, 8993, 9559]",[8488],Not Found,0.0
0.5,FBS_CSO_Public,Government,How does the Bureau plan to enhance its involvement in peace processes according to the strategic framework?,"[8438, 8460, 8454, 8443, 9189, 19635, 9169, 19317, 9081, 8440]","[8451, 8452, 8454, 8455]",3,0.25
0.5,FBS_CSO_Public,Government,Is the enhancement of CSO's competitiveness tied to the recruitment of a diverse workforce?,"[8469, 8434, 19378, 301, 8384, 8370, 8376, 8395, 8402, 8380]",[8434],2,1.0
0.5,FBS_GTM_18FEB2022_PUBLIC,Government,Is GTM collaborating with the Secretary’s Office of Diversity and Inclusion to implement the DEIA Strategic Plan?,"[8982, 9033, 19482, 9032, 9211, 8992, 11220, 7526, 19584, 19611]",[8982],1,1.0
0.5,FBS_GTM_18FEB2022_PUBLIC,Government,What is the purpose of DEIA barrier analyses that GTM is participating in?,"[9029, 8983, 8984, 9035, 9031, 8982, 9033, 15998, 16671, 15991]",[8982],6,1.0
0.5,FBS_GTM_18FEB2022_PUBLIC,Government,What page does the Bureau Strategic Framework section begin on?,"[8657, 9402, 9618, 8740, 9408, 9405, 9550, 9078, 9623, 19492]",[8986],Not Found,0.0
0.5,INCSR-Vol-INCSR-Vol.-I-1,Government,What law enforcement unit was created in Benin in January 2018?,"[16145, 4561, 1484, 3914, 1094, 2150, 2109, 1048, 15327, 4237]","[16145, 16138]",1,0.5
0.5,INCSR-Vol-INCSR-Vol.-I-1,Government,What is the purpose of the General Law on Coca (Law 906)?,"[18266, 16156, 16157, 16923, 15259, 15040, 13820, 14075, 3772, 15457]",[16156],2,1.0
0.5,INCSR-Vol-INCSR-Vol.-2-pdf,Government,What is the mandate of the Financial Services Authority (FSA) in Saint Vincent and the Grenadines?,"[15136, 15142, 15145, 13736, 15135, 15147, 15144, 16448, 15150, 16439]","[15136, 15123]",1,0.5
0.5,INCSR-Vol-INCSR-Vol.-2-pdf,Government,Did Albania see substantial progress in combating money laundering and financial crimes in 2018?,"[13793, 13814, 1439, 1440, 13805, 2250, 15286, 14496, 4699, 14535]",[13793],1,1.0
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,Is bridging skills gaps in STEM and IT fields a part of ECA's endeavors?,"[8764, 8780, 10032, 7095, 297, 12633, 9450, 296, 11982, 13427]","[8761, 8764]",1,0.5
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,Does the ECA's strategy include improving media literacy to strengthen independent media?,"[8768, 2611, 8766, 2581, 8762, 2580, 19546, 3676, 19671, 1976]","[8768, 8763]",1,0.5
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,Does the ECA aim to completely eliminate negative experiences in exchange programs?,"[8756, 8753, 8759, 8737, 8752, 8764, 8776, 8761, 8780, 8770]",[8756],1,1.0
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,What specific requirement does the ECA advocate for to counteract potential negative effects of U.S. government exchange programs?,"[19669, 5097, 9903, 2599, 8759, 1502, 8441, 18601, 301, 18855]","[8755, 8759]",5,0.5
