lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,What colors are the Lufthansa logo within the first 90 minutes and afterward until 120 minutes?,"[1725, 1731, 1730, 1745, 1767, 9120, 1762, 1729, 1766, 1768]","[1730, 1725, 1726]",1,0.67
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,How many figures are related to Airbus?,"[1745, 1774, 1791, 1775, 1787, 1742, 1724, 1769, 1744, 2179]","[1767, 1768, 1769, 1740, 1773, 1774, 1775, 1745, 1726]",1,0.44
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,"When did the number of tweets referencing Germanwings exceed 200,000? Your report time should be in CET time, like '17:05 CET'.","[1786, 1787, 1718, 1801, 1736, 1740, 1735, 1795, 1762, 1773]","[1805, 1806]",Not Found,0.0
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,Is the Germanwings Facebook account logo consistent before and after the first 120 minutes?,"[1718, 1736, 1730, 1735, 1716, 1729, 1787, 1726, 1717, 1786]","[1730, 1731, 1736, 1740, 1726]",2,0.6
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,In how many hours Airbus incorporated a pop-up notification acknowledging the incident?,"[1772, 17770, 1762, 22540, 1721, 2841, 2553, 1724, 1795, 18394]","[1766, 1767, 1768, 1769, 1772, 1773, 1774, 1775]",1,0.12
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,How many instances of Lufthansa's official website are presented?,"[1769, 1730, 1767, 1766, 1731, 1708, 1729, 1762, 1745, 1790]","[1762, 1767, 1768, 1769, 1740, 1745]",1,0.67
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,"What are the incident and report dates? Save your answer as a list, with each data formatted as 'YYYY-MM-DD'.","[1772, 4682, 4686, 4680, 1809, 1716, 4684, 17328, 4699, 4685]","[1697, 1695]",Not Found,0.0
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,How many percent of Germanwings focused tweets are in English?,"[1786, 1736, 1735, 1740, 1785, 1721, 1787, 1801, 1795, 1773]",[1785],5,1.0
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,Which seven sensors are connected to the ECU?,"[59, 151, 64, 68, 133, 139, 74, 2648, 69, 91]","[59, 53]",1,0.5
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,In which system the throttle valve is placed beneath the fuel injector?,"[32, 36, 25, 151, 33, 79, 77, 143, 139, 59]","[32, 25]",1,1.0
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,How many figures illustrated the structure of fuel injectors?,"[19060, 13535, 33, 72, 75, 15, 79, 77, 69, 46]","[42, 45]",Not Found,0.0
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,What temperature sensors are illustrated with figures in the slides?,"[151, 106, 123, 59, 18689, 99, 18139, 18681, 23899, 23893]","[111, 112, 113, 114, 115, 117, 118, 122, 123, 124]",3,0.1
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,What are connected with fuel supply?,"[69, 53, 33, 36, 130, 72, 50, 57, 4, 5646]","[53, 151]",2,0.5
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,How many outputs does the example ECU have?,"[59, 69, 68, 66, 63, 64, 133, 67, 31, 13222]","[59, 53]",1,0.5
0.5,san-francisco-11-contents,Guidebook,What is the Pier with the longest coast line?,"[18665, 21033, 21086, 18667, 21298, 15059, 2367, 4050, 839, 3928]",[21082],Not Found,0.0
0.5,san-francisco-11-contents,Guidebook,Name a restaurant between 36th Ave. and 37th Ave..,"[21301, 21330, 21188, 21292, 21018, 21167, 21185, 21155, 21108, 21331]","[21330, 21319]",2,0.5
0.5,transform-software-delivery-with-valueedge-brochure,Brochure,What are the services of ValueEdge ops?,"[26484, 26483, 26482, 26485, 26466, 26458, 26447, 26446, 26457, 26467]",[26484],1,1.0
0.5,transform-software-delivery-with-valueedge-brochure,Brochure,What is the title of the page that contains a screenshot?,"[18209, 18211, 18095, 18096, 18203, 18122, 18206, 18215, 17432, 24553]",[26438],Not Found,0.0
0.5,transform-software-delivery-with-valueedge-brochure,Brochure,What is the name of the workspace shown as an example?,"[3205, 25222, 5711, 4070, 5122, 9691, 25022, 9326, 221, 25023]",[26438],Not Found,0.0
0.5,transform-software-delivery-with-valueedge-brochure,Brochure,What are the five steps of ValueEdge Insights?,"[26484, 26454, 26447, 26443, 26452, 26456, 26465, 26416, 26448, 26415]",[26484],1,1.0
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What is the difference of listening time in Avg. weekly hours between 2013 and 2014?,"[17959, 8943, 13984, 13948, 13954, 25033, 13885, 10042, 23470, 10043]",[17959],1,1.0
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What is the difference of listening time in Avg. weekly Hours between 2013 and the year when Streaming had a 20% share of the business?,"[17975, 17963, 17968, 18033, 17959, 17961, 17972, 15579, 18872, 13948]","[17961, 17963, 17959]",2,1.0
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What is the combined percentage of Album Sales % and Song Sales % for the Country genre?,"[17977, 17968, 17975, 17972, 17961, 17980, 8858, 14409, 19586, 8815]","[17968, 17966]",2,0.5
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What kind of albums are reducing the share of their business due to streaming?,"[17963, 18033, 17962, 18016, 17975, 15579, 8861, 17967, 17972, 17565]","[17961, 17963]",1,0.5
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What is the difference in total volume between the rank 1 and rank 19 top albums?,"[17982, 26181, 17984, 17980, 6789, 11543, 11824, 18048, 3498, 3652]","[17980, 17982]",1,1.0
0.5,mi_phone,Guidebook,"According to the overview section, list the buttons of Mi phones","[9021, 9622, 9020, 2732, 9019, 9093, 2733, 24490, 18340, 9099]","[9020, 9021]",1,1.0
0.5,mi_phone,Guidebook,How many icons can be found in Status Bar? ,"[9086, 9172, 5577, 18156, 9119, 18669, 18158, 22694, 18159, 9087]","[9088, 9089]",Not Found,0.0
0.5,mi_phone,Guidebook,List all the different icons about networks that can be found in Status Bar,"[18158, 26216, 23001, 21186, 10594, 15789, 21292, 21262, 9123, 9203]",[9088],Not Found,0.0
0.5,mi_phone,Guidebook,"How many interface layout examples of virtual keypads are shown in Chapter 3 for text input purpose? 
","[9116, 9117, 14206, 9118, 26042, 18113, 18422, 24741, 24998, 24382]",[9119],Not Found,0.0
0.5,mi_phone,Guidebook,How many steps are needed for editing an SMS?,"[9173, 9175, 9174, 9177, 9176, 9186, 9032, 9172, 14776, 9171]","[9173, 9174, 9175, 9176, 9177]",1,1.0
0.5,mi_phone,Guidebook,What are the last four example websites in the figure of Page 29,"[4307, 3713, 18442, 24124, 522, 2247, 24623, 16435, 2400, 1745]",[9264],Not Found,0.0
0.5,stereo_headset,Guidebook,How many items are included in the package?,"[20899, 15861, 19309, 22545, 20698, 19314, 19310, 12202, 5780, 14284]","[22545, 22546, 22547, 22548, 22549, 22550, 22551, 22552, 22553, 22554, 22555, 22556]",4,0.08
0.5,stereo_headset,Guidebook,How many parts are introduced of the headset including their locations and functions? ,"[23917, 12249, 22597, 13276, 23443, 23425, 23895, 22567, 22711, 12463]","[22568, 22566, 22567]",8,0.33
0.5,stereo_headset,Guidebook,What if the USB AC adaptor supplies an output less than 1.5 A for the headset?,"[22652, 23329, 12113, 13535, 14067, 91, 12092, 12107, 23211, 15338]",[22652],1,1.0
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,What is total dividend of Erstwhile ITC Hotels Limited (in Rupee) between 1999 to 2000 year?,"[488, 493, 487, 534, 505, 489, 549, 3451, 553, 365]","[496, 505]",5,0.5
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,Which year this document was most likely published?,"[3967, 6908, 6227, 20975, 8653, 6450, 6173, 7672, 26787, 1340]",[410],Not Found,0.0
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,"What percentage of the shareholder was held by foreign companies and institutional investors as of March 31, 2007?","[478, 479, 481, 8377, 477, 20213, 5510, 11333, 8545, 4394]",[479],2,1.0
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,"Among all in-office board members,  how many other chairmanships the person who attended the least board meetings hold on the boards of other companies?","[15193, 22326, 8518, 22373, 22071, 22397, 395, 7334, 7048, 7155]","[394, 379, 412, 395]",7,0.25
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,"What is the sum ratio of shares held of the top-3 shareholders as on 31st, March, 2007?","[482, 478, 480, 475, 471, 17312, 7271, 484, 7264, 3447]",[482],1,1.0
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,"What is total committee strengh of audit committee meetings and compensation committee meetings in 21st July,  2006?","[437, 438, 448, 450, 21675, 414, 7420, 433, 436, 7435]","[448, 418, 450, 437, 438]",1,0.8
0.5,roche-holdings_2021,Financial report,What platform does the company use to facilitate international exchange with patient organizations?,"[20483, 4906, 20616, 19922, 2938, 18795, 4291, 23429, 1611, 5540]",[20483],1,1.0
0.5,roche-holdings_2021,Financial report,What percentage of Roche's electricity comes from sustainable sources as of 2021?,"[20328, 5639, 5638, 20309, 20305, 17229, 5644, 5645, 20333, 20315]",[20309],4,1.0
0.5,roche-holdings_2021,Financial report,"How is the Corporate Executive Committee expanded in the organizational structure of the company, and what are the added functions?","[20820, 20635, 20871, 20716, 20742, 20869, 20807, 20866, 20831, 20730]",[20555],Not Found,0.0
0.5,roche-holdings_2021,Financial report,Which region has the highest number of employees of the company and how many?,"[4654, 15214, 4434, 20272, 3054, 4432, 4438, 6132, 5606, 3055]",[20272],4,1.0
0.5,roche-holdings_2021,Financial report,What is the percentage of women in the Board of Directors (BoD) of the company?,"[20272, 7164, 7663, 7323, 6258, 20706, 6183, 20725, 6831, 7195]",[20272],1,1.0
0.5,inditex_2021,Financial report,How many non-executive directors should the Audit and Compliance Committee comprise according to Inditex's regulations?,"[7411, 3574, 6521, 6273, 7609, 7904, 6188, 7527, 7505, 6202]",[7634],Not Found,0.0
0.5,inditex_2021,Financial report,How many social programmes was Inditex involved in during 2021?,"[3849, 4092, 3852, 6204, 5509, 6809, 6804, 4767, 4491, 6813]",[3831],Not Found,0.0
0.5,inditex_2021,Financial report,What was the company's gross profit for the year 2021?,"[3665, 8740, 3660, 3661, 8742, 3563, 3777, 21684, 19374, 15695]",[2977],Not Found,0.0
0.5,inditex_2021,Financial report,What was the total finance income for the company in 2021?,"[3324, 21884, 5954, 21892, 21935, 21879, 3533, 21881, 3531, 22263]",[3324],1,1.0
0.5,siemens-healthineers_2021,Financial report,How much goodwill was allocated to Siemens Healthineers' Imaging segment from the Varian acquisition?,"[22090, 21585, 21409, 21475, 21867, 21687, 21597, 21477, 22026, 22092]",[21871],Not Found,0.0
0.5,siemens-healthineers_2021,Financial report,What benefits are expected from the Siemens Healthineers acquisition of Varian?,"[21866, 21471, 21538, 21597, 21681, 22276, 21477, 21680, 22126, 21488]",[21869],Not Found,0.0
0.5,siemens-healthineers_2021,Financial report,What was the company's net income for the fiscal year 2021?,"[21767, 21888, 3661, 3669, 21553, 21765, 3673, 21584, 21454, 21813]",[21500],Not Found,0.0
0.5,siemens-healthineers_2021,Financial report,How much did the cash flows from operating activities of the company change from the fiscal year 2020 to fiscal year 2021?,"[21712, 21771, 21710, 21565, 22028, 3681, 22114, 22026, 21553, 22032]",[21553],9,1.0
0.5,siemens-healthineers_2021,Financial report,What is the major topic of the content on page 37?,"[6787, 6782, 6859, 6779, 6789, 6772, 6780, 6785, 6816, 6870]","[21705, 21710, 21711, 21712, 21713, 21714, 21715, 21716, 21717, 21718, 21719, 21695]",Not Found,0.0
0.5,news_combined,News,How many figures are there in the frontpage?,"[18221, 6586, 1451, 17954, 23444, 46, 45, 14423, 1277, 16477]","[14304, 14275, 14323, 14324, 14293, 14327]",Not Found,0.0
0.5,news_combined,News,On what date was the newspaper released?,"[15958, 17732, 14642, 14841, 17430, 12150, 15360, 14723, 16556, 1217]",[14272],Not Found,0.0
0.5,news_combined,News,Are hearing aids covered by basic Medicare?,"[14322, 25304, 14315, 26737, 22633, 5932, 13480, 20229, 26501, 13233]",[14322],1,1.0
0.5,news_combined,News,"How many Americans experience hearing loss, according to the studies cited by the FDA?","[14321, 19917, 10151, 11861, 14315, 10690, 16535, 3097, 16479, 12420]",[14321],1,1.0
0.5,news_combined,News,Is there a DJ involved in the cleanup events organized by the Kyiv group?,"[14304, 17904, 17909, 15672, 17194, 17481, 15747, 14775, 15597, 17876]",[14304],1,1.0
0.5,news_combined,News,Was Liz Cheney defeated in her primary by Harriet Hageman?,"[14310, 14316, 26327, 26173, 26098, 26174, 26237, 11933, 15458, 26264]",[14310],1,1.0
0.5,news_combined,News,Did the Colorado River's water levels reach their lowest point ever?,"[14275, 14303, 14296, 15033, 14969, 14962, 15978, 15627, 16671, 17546]",[14296],3,1.0
0.5,news_combined,News,Is Donald J. Trump's legal team planning to change the level of independence currently held by the Justice Department?,"[14365, 14377, 16236, 14361, 14373, 15086, 17849, 15970, 17052, 17057]","[14360, 14274]",Not Found,0.0
0.5,news_combined,News,Who wrote the Supreme Court article about the adoption law ruling in favor of tribes?,"[14359, 14368, 14367, 17384, 16546, 17369, 16731, 22269, 14381, 21741]","[14281, 14366]",Not Found,0.0
0.5,news_combined,News,How many Ukrainians had arrived in the United States by mid-April under various programs?,"[14440, 14804, 15060, 14433, 14437, 17185, 17223, 4552, 17667, 15699]",[14440],1,1.0
0.5,news_combined,News,Did Bed Bath & Beyond file for bankruptcy?,"[14458, 3900, 3903, 15180, 17020, 489, 21695, 15142, 14304, 3094]",[14469],Not Found,0.0
0.5,news_combined,News,Who is the author of the article discussing the exodus in Sudan?,"[14420, 15019, 15017, 14636, 15879, 14409, 848, 15009, 15015, 14365]",[14432],Not Found,0.0
0.5,news_combined,News,What was the historical significance of the wildfire in Hawaii?,"[14522, 15014, 16490, 17214, 16704, 17746, 16810, 14773, 11013, 14962]",[14522],1,1.0
0.5,news_combined,News,What executive order did President Biden sign related to China?,"[14508, 15167, 16085, 14503, 14638, 15173, 14497, 16646, 21026, 1936]",[14503],4,1.0
0.5,news_combined,News,Is PwC allowing its United States employees to work remotely forever?,"[14602, 5961, 8635, 10549, 16870, 20771, 14450, 19828, 10363, 10411]",[14602],1,1.0
0.5,news_combined,News,Has Austria's chancellor visited President Vladimir V. Putin since the Ukraine invasion?,"[14571, 15825, 14813, 15774, 17917, 17236, 15823, 17817, 14290, 15836]",[14571],1,1.0
0.5,news_combined,News,What is the name of the law firm mentioned that is allowing its staff to live anywhere in the country?,"[14602, 16425, 20141, 15544, 16141, 20966, 17671, 15985, 526, 3101]",[14602],1,1.0
0.5,news_combined,News,What percentage of Twitter's shares has Elon Musk amassed?,"[8764, 14507, 15511, 8941, 8942, 14597, 15734, 8946, 8867, 15787]",[14605],Not Found,0.0
0.5,news_combined,News,Did Mr. Fetterman experience any recent health issues while in office?,"[14697, 14695, 14688, 14694, 18118, 917, 17000, 2673, 19933, 14699]","[14697, 14610]",1,0.5
0.5,news_combined,News,Did the Pentagon shoot down an unidentified object over Alaska?,"[16356, 14646, 14677, 14893, 17824, 15076, 17522, 14676, 14294, 15152]",[14650],Not Found,0.0
0.5,news_combined,News,Did the Ukrainian government intercept phone calls from Russian soldiers?,"[17250, 17909, 17184, 14300, 15099, 15098, 17914, 17828, 17902, 17222]",[14766],Not Found,0.0
0.5,news_combined,News,"What natural disaster hit Florida, as mentioned in the newspaper?","[16490, 14971, 17465, 17746, 14823, 17773, 15532, 1819, 14561, 14819]",[14773],Not Found,0.0
0.5,news_combined,News,Who are the authors of the article discussing visual investigations?,"[27023, 19831, 5261, 14772, 16125, 9044, 18469, 10303, 1706, 17178]",[14762],Not Found,0.0
0.5,news_combined,News,Has David C. Banks announced any changes to New York City's school admissions policies?,"[14736, 15982, 14730, 14728, 14733, 14750, 15993, 17407, 14732, 16377]",[14740],Not Found,0.0
0.5,news_combined,News,Is the article about Hurricane Ian's impact in Florida written by multiple authors?,"[14763, 14737, 16343, 16717, 15819, 14543, 17768, 15491, 14363, 16728]","[14649, 14733]",Not Found,0.0
0.5,news_combined,News,How many people were airlifted out of Afghanistan?,"[14830, 15294, 15304, 15832, 5928, 15101, 17910, 16131, 15179, 16971]",[14830],1,1.0
0.5,news_combined,News,Who wrote the article on climate change for the New York Times?,"[14819, 17422, 17799, 6603, 17928, 14516, 20102, 14274, 15490, 15879]",[14821],Not Found,0.0
0.5,news_combined,News,"What is the impact of the sanctions on ordinary Russians, according to the document?","[14804, 15614, 17599, 17184, 17876, 14792, 14298, 17236, 15624, 15843]",[14792],6,1.0
0.5,news_combined,News,What was Nury Martinez's position when she made disparaging remarks about Oaxacans?,"[14881, 15030, 1916, 26224, 1114, 17334, 26857, 857, 2459, 26799]",[14881],1,1.0
0.5,news_combined,News,Did the United States label China as a national security threat?,"[15333, 15328, 16646, 2019, 14859, 15682, 15173, 5884, 16520, 21474]",[14859],5,1.0
0.5,news_combined,News,How many Republican candidates have expressed doubt about the legitimacy of the 2020 election?,"[14863, 14844, 14862, 14860, 15970, 17697, 14505, 14859, 14377, 14316]","[14804, 14862]",3,0.5
0.5,news_combined,News,"Was the ""Bloody Friday"" massacre in Zahedan linked to an anti-government protest?","[14888, 14879, 16795, 17883, 15747, 14798, 26504, 17896, 17158, 16079]",[14879],2,1.0
0.5,news_combined,News,Has Liz Truss advocated for the abolition of the British monarchy in the past?,"[14947, 15637, 17920, 14934, 15614, 4127, 3730, 16746, 15898, 15376]",[14934],4,1.0
0.5,news_combined,News,"What kind of wildlife is Horace Smith's son, Agee, now involving in the land's maintenance?","[14966, 14970, 25344, 14539, 19482, 25339, 1799, 16303, 14783, 19865]",[14966],1,1.0
0.5,news_combined,News,"What financial milestone is the ""Barbie"" movie close to reaching?","[15048, 17643, 15046, 19471, 2647, 15040, 21967, 19977, 7123, 8485]","[15048, 14970]",1,0.5
0.5,news_combined,News,Who is the current chief executive officer of Mattel?,"[15046, 6189, 6846, 8315, 20863, 8612, 15048, 16336, 20249, 16457]",[15046],1,1.0
0.5,news_combined,News,"How is ecuavoley related to Queens, New York?","[15049, 6518, 9403, 20463, 26048, 17229, 15050, 14464, 21701, 15027]",[15052],Not Found,0.0
0.5,news_combined,News,When did Ynon Kreiz take over as the CEO of Mattel?,"[15046, 23431, 8952, 16669, 23432, 3532, 14711, 9622, 15299, 23434]",[15046],1,1.0
0.5,news_combined,News,Does the article about insects appear on the front page?,"[15725, 17948, 17577, 14486, 14630, 1209, 4755, 14983, 15352, 16437]",[15113],Not Found,0.0
0.5,news_combined,News,"In the picture at the top of the newspaper, what are the soldiers standing on?","[17516, 15076, 14893, 15238, 14340, 17912, 17188, 16131, 17321, 15683]","[15076, 14997]",2,0.5
0.5,news_combined,News,How many soldiers are shown in the photo of the Ukrainian troops?,"[15683, 16712, 16643, 16659, 17262, 17145, 17909, 17222, 17250, 15104]","[15076, 14997]",Not Found,0.0
0.5,news_combined,News,Did New York State officials find a Hasidic Jewish boys’ school in Brooklyn to be providing a basic education?,"[15196, 15192, 15191, 15190, 15299, 17554, 15303, 16154, 14728, 14736]",[15196],1,1.0
0.5,news_combined,News,Has the state taken action against a Hasidic school before this incident?,"[15192, 15196, 15190, 17741, 15191, 15292, 8873, 17111, 15236, 16131]","[15192, 15114]",1,0.5
0.5,news_combined,News,What is the newspaper volume number?,"[26859, 21355, 3969, 12244, 16905, 3884, 15926, 7913, 5089, 8872]",[15143],Not Found,0.0
0.5,news_combined,News,Did Steve Scalise withdraw from the race for the speakership?,"[15259, 11197, 5604, 18444, 22266, 15460, 5894, 16245, 14695, 18475]",[15259],1,1.0
0.5,news_combined,News,How many people did Representative Steve Scalise need to be elected on the House floor?,"[15259, 15460, 19875, 20818, 15452, 26098, 15456, 16542, 12825, 17048]",[15259],1,1.0
0.5,news_combined,News,What flag did Steve Huckins like to see in Missouri?,"[15253, 15263, 15252, 17098, 16231, 11397, 12303, 15956, 15847, 15452]","[15265, 15198]",Not Found,0.0
0.5,news_combined,News,Where was Sam Bankman-Fried’s fraud trial held?,"[15264, 15257, 15248, 15260, 15261, 11395, 20562, 15797, 8082, 9852]",[15264],1,1.0
0.5,news_combined,News,How many Palestinians in Gaza were left homeless after six days of Israeli airstrikes?,"[15314, 16228, 16152, 16209, 16276, 15227, 15223, 16220, 16154, 16291]",[15223],7,1.0
0.5,news_combined,News,What did the Microsoft team report to in August 2022?,"[15328, 22364, 465, 4606, 7152, 4426, 15331, 21982, 4514, 4703]","[15328, 15257]",1,0.5
0.5,news_combined,News,What accomplishments had Louise Glück achieved before receiving the Nobel Prize?,"[15329, 15336, 15337, 15320, 6270, 16010, 8214, 7405, 1889, 6271]",[15329],1,1.0
0.5,news_combined,News,What was the proposed evacuation in northern Gaza Strip described as by a U.N. spokesman?,"[15295, 16212, 16228, 16229, 15309, 15294, 17392, 16722, 16220, 16211]",[15295],1,1.0
0.5,news_combined,News,Is mustard currently widely available on French supermarket shelves?,"[15414, 15415, 15413, 15417, 19874, 559, 5118, 10074, 11308, 14232]","[15336, 15417]",4,0.5
0.5,news_combined,News,Did the Indianapolis Star rely on multiple sources for the story about the 10-year-old girl who traveled for an abortion?,"[15404, 15371, 17834, 15367, 17857, 17120, 16165, 1176, 15085, 15375]",[15371],2,1.0
0.5,news_combined,News,"Is Dr. Frank Mitloehner associated with the University of California, Davis?","[15491, 15490, 15495, 20572, 20036, 20447, 20234, 16811, 20480, 19964]",[15491],1,1.0
0.5,news_combined,News,Was the article about attempts to vilify Nancy Pelosi authored by multiple writers?,"[15480, 15483, 15479, 15486, 15485, 16291, 17905, 15821, 17190, 15176]",[15483],2,1.0
0.5,news_combined,News,What were people dressed as during the Halloween celebration in Seoul?,"[15472, 15463, 15447, 16462, 15462, 4411, 15306, 11451, 15464, 19663]","[15472, 15403]",1,0.5
0.5,news_combined,News,Is the Democratic Republic of Congo planning to auction off land for oil investments?,"[15532, 15526, 15537, 15692, 15348, 5798, 15535, 15529, 11460, 14905]",[15532],1,1.0
0.5,news_combined,News,How much international aid was pledged to the Democratic Republic of Congo for the protection of its rainforest over five years?,"[5920, 15532, 15476, 15106, 16220, 14303, 6424, 14975, 19475, 15541]",[15551],Not Found,0.0
0.5,news_combined,News,What is the primary concern with county sheriffs investigating elections based on claims of voter fraud?,"[15547, 17558, 17697, 15548, 15625, 16812, 15543, 26096, 15016, 8183]",[15553],Not Found,0.0
0.5,news_combined,News,Are conservative activists working to recruit county sheriffs to investigate elections?,"[15547, 7642, 7739, 15458, 8773, 15545, 15543, 1125, 17558, 14971]",[15547],1,1.0
0.5,news_combined,News,Did Kansas voters have the opportunity to decide on abortion rights in their state constitution?,"[15534, 15560, 17795, 14465, 15548, 15536, 17369, 19775, 14468, 15544]",[15534],1,1.0
0.5,news_combined,News,Has the morality police been abolished in Iran?,"[15604, 15637, 15630, 15616, 6346, 26253, 15628, 15621, 7734, 4500]",[15606],Not Found,0.0
0.5,news_combined,News,What city is the Volkswagen plant that Valery Volodin works at located in?,"[15601, 1842, 10927, 21082, 14983, 10850, 13161, 22679, 18055, 1841]","[15536, 15601]",1,0.5
0.5,news_combined,News,What is the relationship between the Petrosyants brothers and Eric Adams?,"[15640, 15644, 21340, 21037, 11329, 21038, 2658, 3412, 17033, 20996]","[15640, 15565]",1,0.5
0.5,news_combined,News,Have some governments imposed export restrictions on food and fertilizers amid shortages and rising prices?,"[15697, 17664, 15682, 15699, 15696, 15223, 15876, 21627, 14554, 15949]",[15700],Not Found,0.0
0.5,news_combined,News,How many export curbs on food and fertilizers have been imposed since the invasion of Ukraine in late February?,"[15699, 17664, 15682, 15697, 15696, 15687, 15692, 15949, 15223, 16214]",[15699],1,1.0
0.5,news_combined,News,Is the European Union expected to approve an embargo on Russian oil?,"[15677, 15767, 17453, 17913, 16002, 15925, 6562, 15526, 20841, 17909]",[15681],Not Found,0.0
0.5,news_combined,News,Are Republican candidates for Rob Portman's seat in Ohio being accused of being disloyal to Donald Trump?,"[15702, 14310, 12601, 14844, 15460, 12092, 14634, 11840, 10816, 11835]","[15708, 15637]",Not Found,0.0
0.5,news_combined,News,Did the S&P 500 experience a decline in April 2022?,"[15680, 774, 16452, 15682, 752, 488, 489, 3934, 4803, 4802]",[15680],1,1.0
0.5,news_combined,News,Why did the value of the S&P 500 drop significantly in April 2022?,"[15680, 15682, 752, 774, 488, 16452, 489, 4803, 487, 3934]",[15682],2,1.0
0.5,news_combined,News,Was Elon Musk buying shares of Twitter?,"[15787, 14507, 14613, 15511, 8764, 14597, 15734, 14607, 15789, 17947]","[15787, 15715]",1,0.5
0.5,news_combined,News,Who is the world's richest man mentioned in the newspaper?,"[14605, 15825, 20855, 19030, 14846, 9539, 16147, 14852, 17630, 17356]","[15787, 15715]",Not Found,0.0
0.5,news_combined,News,Did medication abortion requests in Texas increase after the strict abortion ban?,"[15786, 17367, 17816, 15550, 10145, 15544, 17823, 1515, 17369, 17488]",[15786],1,1.0
0.5,news_combined,News,Who delivered a scathing speech to the United Nations?,"[15744, 17190, 16516, 19243, 16589, 13252, 15307, 14965, 14438, 4729]",[15744],1,1.0
0.5,news_combined,News,What is the name of the Russian U.N. ambassador?,"[15771, 14573, 17184, 14963, 15031, 14290, 15006, 17223, 17914, 15098]","[15699, 15771]",1,0.5
0.5,news_combined,News,Are the luxury assets rumored to be owned by Putin actually owned by the Russian government?,"[15768, 17913, 15773, 15766, 17917, 14791, 15775, 14571, 15614, 15767]",[15768],1,1.0
0.5,news_combined,News,Where is the Nord Stream 1 gas pipeline located?,"[15776, 15762, 11799, 11561, 11684, 11601, 15757, 9938, 11649, 909]",[15776],1,1.0
0.5,news_combined,News,What is the estimated number of deaths in Borodyanka due to airstrikes?,"[15759, 15741, 15751, 17910, 15754, 17240, 26225, 15147, 26249, 17174]",[15751],3,1.0
0.5,news_combined,News,Did the Security Council take action to stop the war after Zelensky's speech?,"[15744, 15746, 17913, 15034, 17230, 16524, 17236, 15679, 16736, 15832]",[15745],Not Found,0.0
0.5,news_combined,News,Did the defendants in Ahmaud Arbery's case help him after the shooting?,"[15856, 6952, 26263, 3838, 6180, 6971, 16100, 25053, 17127, 8265]",[15856],1,1.0
0.5,news_combined,News,Has President Biden issued sanctions related to the situation in Ukraine?,"[17664, 17913, 15034, 17909, 15699, 17177, 15832, 15838, 16515, 14577]",[15838],8,1.0
0.5,news_combined,News,Were the sanctions imposed by President Biden broad or targeted?,"[14804, 16291, 14792, 15606, 17913, 20195, 17183, 17922, 15471, 15614]","[15760, 15839]",Not Found,0.0
0.5,news_combined,News,Was Judge Aileen M. Cannon experienced in running criminal trials before the Trump classified documents case?,"[15892, 14921, 15895, 15888, 14932, 14779, 15364, 16803, 16365, 16092]","[15820, 15892]",1,0.5
0.5,news_combined,News,Has the FDA approved Florida's plan to import drugs from Canada?,"[15972, 15963, 15981, 21399, 20506, 20116, 20127, 578, 19918, 19899]","[15899, 15981]",3,0.5
0.5,news_combined,News,What is the estimated savings Florida could make in the first year of importing medications?,"[19996, 19871, 20506, 5652, 6628, 18686, 15981, 19872, 6673, 15972]","[15896, 15974]",Not Found,0.0
0.5,news_combined,News,What health conditions are treated by the medicines that Florida is planning to import?,"[15981, 19933, 15974, 20135, 21467, 20480, 20004, 20001, 19793, 19845]","[15899, 15981]",1,0.5
