lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,Pew-Research-Center_Hispanic-Identity-Report_12.20.2017,Research report / Introduction,"According to the Pew Research Center 2015 National Survey of Latinos, what is the percentages of Foreign born Latinos most often uses the name of their origin country to describe themselves?","[8839, 8779, 8713, 8743, 10099, 8838, 9950, 10017, 10070, 6724]","[9953, 9933, 9943]",Not Found,0.0
0.5,Pew-Research-Center_Hispanic-Identity-Report_12.20.2017,Research report / Introduction,What's the color of the Third of higher generation bar in the chart about Immigrant generations and U.S. Latinos?,"[9943, 10023, 9912, 10059, 9915, 9945, 10021, 10025, 9910, 10008]","[9933, 9943]",1,0.5
0.5,PRE_2022.09.29_NSL-politics_REPORT,Research report / Introduction,Which Hispanic origin group in the United States is more likely to have a positive impression of capitalism and be dissatisfied with the nation's direction?,"[8842, 8413, 8844, 8819, 8845, 8843, 8411, 8244, 8822, 8820]","[8689, 8684, 8822]",9,0.33
0.5,PRE_2022.09.29_NSL-politics_REPORT,Research report / Introduction,Which Hispanic origin group in the United States is most likely to vote for Republican candidate for the U.S. House of Representatives in their district and to say Trump should run for president in 2024?,"[8301, 8578, 8554, 8570, 8305, 8302, 8309, 8567, 8566, 8304]","[8640, 8634, 8571, 8579]",Not Found,0.0
0.5,PRE_2022.09.29_NSL-politics_REPORT,Research report / Introduction,What proportion of the Spanish dominant Latinos express a negative impression of socialism?,"[8684, 8713, 8502, 8455, 8484, 8549, 8406, 8486, 10016, 8452]","[8830, 8839]",Not Found,0.0
0.5,PRE_2022.09.29_NSL-politics_REPORT,Research report / Introduction,Which Hispanic origin groups with less than 60% holding the view that People NOT seeing racial discrimination where it really DOES exist? Return me a list please.,"[8332, 8749, 8766, 8751, 8756, 8755, 8750, 8759, 8329, 8763]","[8762, 8766]",3,0.5
0.5,amb-siteaudits-ds15-150204174043-conversion-gate01_95,Tutorial/Workshop,"Which of the following company logos do not appear in the slides? Facebook, AWS, Cargo and Manta.","[16472, 17667, 11622, 19577, 205, 206, 11529, 17670, 18041, 16625]","[16472, 16483, 16486]",1,0.33
0.5,amb-siteaudits-ds15-150204174043-conversion-gate01_95,Tutorial/Workshop,How many questions are there about URL timeout issues?,"[16530, 6369, 6368, 6367, 15806, 10606, 11997, 17538, 15580, 15363]","[16528, 16530]",1,0.5
0.5,amb-siteaudits-ds15-150204174043-conversion-gate01_95,Tutorial/Workshop,Which category has the most topical trust flows?,"[16542, 19257, 6241, 19261, 16725, 16728, 6236, 19255, 13129, 6229]","[16540, 16543]",Not Found,0.0
0.5,StudentSupport_Guidebook,Guidebook,"According to the PDF source, what is the telephone number of Prime Taxi?","[12174, 10783, 10799, 1845, 12190, 12152, 10770, 10761, 2090, 2098]",[12417],Not Found,0.0
0.5,StudentSupport_Guidebook,Guidebook,"According to the document, how many SG University Holidays from 15 May 2016 to 15 Jan 2017?","[12232, 10841, 10840, 12231, 12230, 10615, 12006, 10836, 12227, 12229]","[12235, 12229]",10,0.5
0.5,StudentSupport_Guidebook,Guidebook,What is the coffee brand name shown in figure of the document?,"[225, 208, 285, 209, 350, 19426, 19427, 206, 205, 288]",[12289],Not Found,0.0
0.5,StudentSupport_Guidebook,Guidebook,What is the bank names shown in the figure of this document?,"[10714, 12105, 11347, 3437, 16348, 3439, 11345, 11348, 3436, 3441]",[12292],Not Found,0.0
0.5,PS_2018.01.09_STEM_FINAL,Research report / Introduction,"What is the percentage of a particular racial group among STEM workers who report the highest incidence of being denied promotions and also perceive the lowest opportunities for promotion and advancement, as well as in recruitment and hiring processes in the survey of Pew Research Center, January 2018?","[8993, 9532, 9439, 9493, 9511, 9553, 9000, 9441, 8936, 9533]","[9553, 9146]",6,0.5
0.5,PS_2018.01.09_STEM_FINAL,Research report / Introduction,"Among people in STEM jobs,  what is the type of STEP major with the largest gender gap consistent employment in the field that receive the highest pay in the survey of Pew Research Center, January 2018? ","[9181, 9229, 9132, 9189, 8939, 8970, 9126, 9252, 9176, 9288]","[9417, 9420]",Not Found,0.0
0.5,PS_2018.01.09_STEM_FINAL,Research report / Introduction,"What is the percentage of workers employed in private, for-profit sectors in the field where the oldest woman advising on increasing diversity in STEM is employed? Please write the answer into float format.","[9562, 9566, 9307, 9053, 9564, 9343, 9048, 9103, 9561, 9435]","[9555, 9107, 9557, 9556]",Not Found,0.0
0.5,e639029d16094ea71d964e2fb953952b,Administration/Industry file,What date is mentioned at the beginning of page(1)? Format the date as YYYY-MM-DD,"[15110, 15109, 21734, 3755, 683, 3280, 3285, 18365, 21766, 16431]",[20886],Not Found,0.0
0.5,e639029d16094ea71d964e2fb953952b,Administration/Industry file,Is there a signature present on the last page? Directly answer 'yes' or 'no'.,"[21766, 14744, 14874, 14844, 14948, 14873, 14647, 16733, 15381, 14893]","[21060, 21061, 21052]",Not Found,0.0
0.5,e639029d16094ea71d964e2fb953952b,Administration/Industry file,How many websites are present on the cover page?,"[20094, 20298, 19887, 7461, 20303, 16518, 10724, 10789, 20156, 12273]","[20889, 20890]",Not Found,0.0
0.5,e639029d16094ea71d964e2fb953952b,Administration/Industry file,How many committee members from Texas are presented in the conference of improving the quality and efficiency of commodity distribution to federal child nutrition programs?,"[20923, 20907, 20926, 20930, 20900, 20912, 20905, 20899, 20903, 20919]","[20899, 20900, 20893, 20894]",5,0.5
0.5,a5879805d70c854ea4361e43a84e3bb2,Administration/Industry file,Format the date mentioned on page 14 as YYYY-MM-DD.,"[21766, 3863, 21781, 20817, 3731, 3734, 3933, 3035, 3436, 17687]",[16228],Not Found,0.0
0.5,a5879805d70c854ea4361e43a84e3bb2,Administration/Industry file,What is INF SERCRL LLP FAX No on page fourteen?,"[16172, 15958, 15938, 16001, 1833, 1351, 16300, 15964, 16229, 1831]",[16231],Not Found,0.0
0.5,a5879805d70c854ea4361e43a84e3bb2,Administration/Industry file,"How many times does Exhibit P-10 mentioned in the document? List all pages and formatted as a list, for example, [""1"",""2""]","[16199, 16170, 16169, 16173, 16171, 1849, 16207, 10284, 20707, 5389]","[16198, 16199, 16169, 16170, 16171]",1,0.8
0.5,earthlinkweb-150213112111-conversion-gate02_95,Research report / Introduction,What percentage of respondents of the sector in which 15% are doing promotions to customers over Wi-Fi use wifi at stores?,"[21457, 21452, 21455, 21453, 21512, 16968, 21548, 21546, 21451, 21544]","[21447, 21455]",3,0.5
0.5,earthlinkweb-150213112111-conversion-gate02_95,Research report / Introduction,What is the job of the contact person in the picture at the top of page 42?,"[21558, 645, 21564, 21567, 21571, 800, 651, 177, 9808, 20457]","[21561, 21570, 21572]",Not Found,0.0
0.5,earthlinkweb-150213112111-conversion-gate02_95,Research report / Introduction,"Besides the two companies on page 42, what is the contact phone number of another company? Please write in string format.","[10724, 12115, 11355, 1383, 1379, 1382, 10723, 12114, 1378, 1744]","[21561, 21562, 21564, 21565]",Not Found,0.0
0.5,earthlinkweb-150213112111-conversion-gate02_95,Research report / Introduction,What percentage of the second largest demographic segment of respondents reported not conducting promotions to customers over Wi-Fi in 2015?,"[21455, 19495, 8325, 7941, 8830, 6038, 20150, 8713, 8109, 7282]","[21458, 21444, 21455]",1,0.33
0.5,bariumswallowpresentation-090810084400-phpapp01_95,Tutorial/Workshop,How many words for parts that start with 'A' are in the figure on slide 11?,"[4725, 4386, 4137, 5628, 5700, 17028, 4610, 5644, 5645, 5641]",[17056],Not Found,0.0
0.5,bariumswallowpresentation-090810084400-phpapp01_95,Tutorial/Workshop,"What position is the man with the red shirt in the figure on the last page, directly answer 'bottom', 'middle' or 'top'?","[12013, 10622, 17512, 19604, 19784, 10515, 17575, 10516, 19108, 10514]",[17253],Not Found,0.0
0.5,bariumswallowpresentation-090810084400-phpapp01_95,Tutorial/Workshop,How many numbers are mentioned on Slide 27 and the slide two positions after it?,"[19564, 19147, 19562, 18369, 17502, 20266, 21276, 15413, 15412, 19876]","[17104, 17107, 17108, 17109]",Not Found,0.0
0.5,bariumswallowpresentation-090810084400-phpapp01_95,Tutorial/Workshop,How many slides contain the type of pictures that are two X-ray film distributed vertically?,"[17178, 14542, 17189, 17299, 17372, 17134, 11308, 18834, 18031, 21068]","[17161, 17164]",Not Found,0.0
0.5,competitiveoutcomes-091006065143-phpapp01_95,Tutorial/Workshop,What year is printed on the t-shirt the man is wearing in the photograph in which he is holding a serving plate full of what gives a utility of +10 from consuming 1 assuming standard consumption economics?,"[283, 468, 378, 260, 239, 456, 467, 1043, 140, 163]",[18975],Not Found,0.0
0.5,competitiveoutcomes-091006065143-phpapp01_95,Tutorial/Workshop,How many website URLs are contained in the slides?,"[12115, 16526, 19861, 19731, 15884, 18665, 19575, 6738, 2068, 16530]","[19130, 19123, 19151]",Not Found,0.0
0.5,competitiveoutcomes-091006065143-phpapp01_95,Tutorial/Workshop,How many pictures of musical instruments are contained in the slides?,"[17667, 11265, 12013, 16075, 20851, 14542, 17299, 17372, 18533, 16087]",[18992],Not Found,0.0
0.5,PP_2020.08.06_COVID-19-Restrictions_FINAL-1,Research report / Introduction,How many line plots are in this report?,"[16071, 16092, 16065, 16088, 16075, 16078, 16090, 16081, 16087, 10405]","[7992, 8003, 7980, 8004]",Not Found,0.0
0.5,PP_2020.08.06_COVID-19-Restrictions_FINAL-1,Research report / Introduction,How many % of Rep/Lean Rep people think cases have risen primally because of more testing and how many % of Rep/Lean Rep people think the federal government should be primarily responsible for COVID-19 control policy?,"[7796, 5905, 8004, 7787, 6407, 7786, 7899, 6095, 6484, 7797]","[7890, 7899, 7908]",7,0.33
0.5,Sinopolis-Chengdu,Guidebook,Which line's gates is shown as an example of the train map?,"[4348, 17982, 5054, 4359, 5074, 18427, 5069, 17598, 17599, 17323]",[11406],Not Found,0.0
0.5,PI_2017.10.04_Automation_FINAL,Research report / Introduction,"In the survey conducted May 1-15, 2017, what percentage of U.S. adults says the number of people killed or injured in traffic accidents will not decrease if driverless vehicles become widespread?","[7219, 7238, 7239, 7232, 7174, 7234, 7164, 7175, 7009, 7183]",[7220],Not Found,0.0
0.5,PI_2017.10.04_Automation_FINAL,Research report / Introduction,What percentage of U.S. adults who say it will take more than 50 years for most vehicles on the road to be driverless? ,"[7009, 7010, 7183, 7184, 7179, 7006, 7200, 7234, 7241, 7239]","[7001, 7010]",2,0.5
0.5,PI_2017.10.04_Automation_FINAL,Research report / Introduction,How many US workers say email or social media have had a postive impact on their own careers or jobs?,"[7015, 6998, 7036, 7022, 7018, 7061, 7043, 7003, 7013, 7039]","[7018, 6934]",5,0.5
0.5,PI_2017.10.04_Automation_FINAL,Research report / Introduction,How many US workers are interested in a robot caregiver for themselves or a family member?,"[7271, 6952, 7267, 7269, 7284, 7294, 7308, 7281, 7300, 7315]","[7281, 7282, 6934]",8,0.33
0.5,PI_2018.11.19_algorithms_FINAL,Research report / Introduction,How many charts are shown in the first 10 pages of the document? ,"[11106, 17811, 8128, 19495, 4506, 20248, 19724, 21293, 17491, 6719]","[7495, 7464, 7473, 7451, 7485]",Not Found,0.0
0.5,PI_2018.11.19_algorithms_FINAL,Research report / Introduction,"According to the survey, how many US adults think it's acceptable for the criminal justice system to use automated criminal risk scores?","[7531, 13703, 14168, 12691, 12695, 14218, 7525, 12539, 1806, 14072]","[7632, 7633, 7634, 7531]",1,0.25
0.5,PI_2018.11.19_algorithms_FINAL,Research report / Introduction,How many U.S. adults express their opinions on if social media provides an accurate picture of how society feels about important issues? ,"[7568, 7566, 7476, 7569, 7570, 8729, 8366, 8352, 7619, 8338]","[7632, 7569, 7634, 7633]",4,0.25
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,Which application software interfaces are displayed in the slides? ,"[4017, 14577, 20107, 19575, 20309, 14578, 20311, 1673, 4015, 5291]","[17842, 17843, 17844, 17845, 17846, 17847, 17849]",Not Found,0.0
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,"Among the most important applications listed, which one is shown a picture of the interface as an example","[17857, 17856, 18400, 7438, 21529, 18392, 15606, 18390, 17833, 21528]","[17849, 17857, 17847, 17855]",1,0.25
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,How many slides include more than one figure? Here don't consider the charts.  ,"[9091, 3993, 494, 3113, 9527, 2723, 2791, 19385, 15184, 15185]","[17877, 17879]",Not Found,0.0
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,What is the title of the slide?,"[12264, 10873, 19564, 16773, 19566, 1768, 20796, 16772, 19147, 15163]",[17827],Not Found,0.0
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,who is the presenter of this slide?,"[12264, 10873, 1768, 778, 775, 177, 947, 447, 11345, 11348]",[17828],Not Found,0.0
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,"TOP security concerns of computerized medical information DIAGRAM DISCUSSED ABOUT WHICH YEAR? List all of them like ['2014', '2018', '2020'].","[17861, 17859, 17860, 6438, 10217, 14701, 16951, 21419, 16953, 21627]","[17857, 17861]",1,0.5
0.5,c31e6580d0175ab3f9d99d1ff0bfa000,Tutorial/Workshop,"How many times does ""HIT"" appear in slide?","[10058, 10060, 10059, 4833, 1858, 15793, 18122, 17941, 11347, 14952]","[17832, 17833, 17827, 17830]",Not Found,0.0
0.5,dr-vorapptchapter1emissionsources-121120210508-phpapp02_95,Research report / Introduction,What four elements are exhausted in the combustion process of vehicles?,"[20632, 20648, 20621, 16851, 20638, 20694, 20650, 20831, 20584, 20565]",[20587],Not Found,0.0
0.5,dr-vorapptchapter1emissionsources-121120210508-phpapp02_95,Research report / Introduction,List all the PM health effects that increse by more than 35% in India and Thailand.,"[20725, 20724, 20715, 20723, 20717, 20726, 20728, 20727, 20718, 20716]",[20721],Not Found,0.0
0.5,dr-vorapptchapter1emissionsources-121120210508-phpapp02_95,Research report / Introduction,"For first two gases that causes greenhouse effect, list their proportions of the exhaust gas from Gasoline-engine. ","[20761, 20572, 20767, 20782, 17002, 17003, 20760, 11205, 20637, 17004]","[20761, 20762]",1,0.5
0.5,dr-vorapptchapter1emissionsources-121120210508-phpapp02_95,Research report / Introduction,One kind of gas is the siginificant contributor to climate change. What are the top 3 countries that produces this gas most?,"[20572, 17003, 20637, 17002, 20620, 17004, 11206, 11205, 20761, 39]","[20777, 20793]",Not Found,0.0
0.5,bigdatatrends-120723191058-phpapp02_95,Tutorial/Workshop,What three tabs can be seen on Garmin Connect's interface in the image?,"[19733, 14963, 19990, 14993, 14897, 18067, 21411, 15030, 15118, 15152]",[17656],Not Found,0.0
0.5,bigdatatrends-120723191058-phpapp02_95,Tutorial/Workshop,What are the two companies that offer both of business intelligence in its app and structured DB in its infrastructure? ,"[4021, 4034, 2185, 4023, 4025, 17667, 1957, 19395, 4020, 959]","[17667, 17669, 17670]",6,0.33
0.5,bigdatatrends-120723191058-phpapp02_95,Tutorial/Workshop,Which sense is said to have the same bandwidth as a USB key?,"[17695, 17697, 14856, 15667, 18214, 15191, 19926, 5821, 15216, 14586]","[17692, 17695]",1,0.5
0.5,bigdatatrends-120723191058-phpapp02_95,Tutorial/Workshop,List the different senses in the ascending order of their bandwidth according to Page 20,"[19672, 10328, 19784, 6032, 16645, 16648, 17503, 21398, 7941, 19220]","[17692, 17695]",Not Found,0.0
0.5,bigdatatrends-120723191058-phpapp02_95,Tutorial/Workshop,How many tables are there in the whole slides? ,"[19147, 20266, 18369, 5315, 12264, 10873, 9717, 21276, 19326, 21682]","[17688, 17724, 17717, 17686]",Not Found,0.0
0.5,PWC_opportunity_of_lifetime,Brochure,List the areas that PWC performs IA support across.,"[9769, 9773, 9778, 9775, 9772, 9777, 9770, 9774, 9776, 9768]","[9762, 9770, 9771, 9772, 9773, 9774, 9775, 9776]",2,0.75
0.5,PWC_opportunity_of_lifetime,Brochure,How many employees dose PWC Assurance have?,"[9729, 9730, 9727, 9728, 9734, 9733, 9732, 9731, 9762, 9831]",[9764],Not Found,0.0
0.5,PWC_opportunity_of_lifetime,Brochure,"How many employees dose PWC have including Assurance, Consulting, Deals and Tax & Legal Services? ","[9757, 9759, 9876, 9758, 9835, 9834, 9833, 712, 9836, 9840]","[9789, 9764, 9800, 9832, 9808, 9851, 9821]",Not Found,0.0
0.5,PWC_opportunity_of_lifetime,Brochure,How many ways to connect with pwc people?,"[9854, 9864, 9865, 9867, 9863, 9752, 9840, 9875, 9868, 9788]","[9873, 9874, 9875, 9876, 9877, 9878, 9879]",8,0.14
0.5,PP_2021.04.22_voting-access_REPORT,Research report / Introduction,"Compared to October 2018, by how much did the proportion of Democrats who support automatically registering all eligible citizens to vote increase by April 2021?","[8075, 8123, 8115, 8136, 8101, 8139, 8120, 8078, 8079, 8088]",[8093],Not Found,0.0
0.5,PP_2021.04.22_voting-access_REPORT,Research report / Introduction,What percentage of Republicans strongly favor automatically registering all eligible citizens to vote?,"[8115, 8075, 8123, 8101, 8079, 8078, 8139, 8120, 8088, 8136]","[8104, 8109]",Not Found,0.0
0.5,PP_2021.04.22_voting-access_REPORT,Research report / Introduction,"Among Republicans, which age group has the highest proportion of support for making Election Day a national holiday?","[8128, 8595, 5862, 7615, 6993, 6434, 6766, 6767, 7056, 6027]","[8128, 8120]",1,0.5
0.5,PG_20.07.30_U.S.-Views-China_final,Research report / Introduction,What percentage does Republicans in the United States rate China's response good to the COVID-19 pandemic?,"[6196, 5881, 5879, 6120, 5882, 5877, 6195, 5878, 6471, 6194]","[5873, 5879]",3,0.5
0.5,PG_20.07.30_U.S.-Views-China_final,Research report / Introduction,"Assume that in a survey conducted after July 2020, the percentage of Americans who believe China has done a ""good"" job dealing with the coronavirus outbreak increased by 10 percentage points, then what percentage of Americans would believe China has done a ""bad"" job (assuming the percentage of all the other options stays the same)?","[6459, 6463, 5875, 5879, 6341, 6468, 5876, 5873, 6118, 6460]",[5845],Not Found,0.0
0.5,PG_20.07.30_U.S.-Views-China_final,Research report / Introduction,"which age group experienced the greatest change in the percentage holding an ""unfavorable"" opinion of China between 2005 and 2010?","[7584, 7615, 7473, 5984, 6540, 6839, 6450, 7472, 7613, 6838]",[5867],Not Found,0.0
0.5,a4f3ced0696009fec3179f493e4f28c4,Administration/Industry file,What company is a plaintiff?,"[14429, 14479, 14444, 14402, 14421, 14467, 14417, 14352, 14416, 3172]",[16098],Not Found,0.0
0.5,csewt7zsecmmbzjufbyx-signature-24d91a254426c21c3079384270e1f138dc43a271cfe15d6d520d68205855b2a3-poli-150306115347-conversion-gate01,Brochure,"From 2009 to 2013, as for the adviser's organic growth rate,  how many years are higher than 2011?","[587, 580, 19172, 507, 588, 510, 590, 16, 583, 572]","[19170, 19172]",3,0.5
0.5,csewt7zsecmmbzjufbyx-signature-24d91a254426c21c3079384270e1f138dc43a271cfe15d6d520d68205855b2a3-poli-150306115347-conversion-gate01,Brochure,On what page does the first part end?,"[11655, 4254, 14567, 14950, 12300, 10909, 16759, 15371, 14902, 18876]","[19159, 19238, 19239]",Not Found,0.0
0.5,csewt7zsecmmbzjufbyx-signature-24d91a254426c21c3079384270e1f138dc43a271cfe15d6d520d68205855b2a3-poli-150306115347-conversion-gate01,Brochure,what are the overlapped apps between page 21 and 62?,"[4582, 17327, 4533, 15799, 15973, 9017, 5000, 15691, 9808, 18717]","[19243, 19247, 19248, 19353, 19355, 19357]",Not Found,0.0
0.5,disciplined-agile-business-analysis-160218012713_95,Tutorial/Workshop,How many different twitter accounts are shown in slide?,"[21270, 16486, 6903, 6833, 6836, 9876, 19255, 6839, 19257, 17683]","[20383, 20502, 20391]",Not Found,0.0
0.5,SAO-StudentSupport_Guidebook-Content,Guidebook,"Excepted for the public holidays, when is the counter closed on Tuesday according to the provided operating hours?","[10771, 12162, 10675, 12066, 12053, 10662, 10841, 12232, 12235, 10844]",[10673],Not Found,0.0
0.5,SAO-StudentSupport_Guidebook-Content,Guidebook,"When a student cannot be found, who should we contact?","[12187, 10796, 17522, 1134, 1137, 17275, 12190, 10799, 12189, 766]",[10832],Not Found,0.0
0.5,SAO-StudentSupport_Guidebook-Content,Guidebook,"At NTU, how many types of Field Sports can students participate in?","[10815, 12206, 10728, 12119, 10685, 12076, 11996, 10605, 10734, 12143]","[10888, 10887]",Not Found,0.0
0.5,P19-1598,Academic paper,What is the primary challenge addressed by the introduction of the Linked WikiText-2 dataset?,"[5762, 5797, 5721, 5815, 5770, 5767, 5730, 10285, 5763, 5772]","[5745, 5762]",1,0.5
0.5,P19-1598,Academic paper,Who is the last author of the paper?,"[5370, 5282, 5283, 5284, 11905, 21990, 5706, 15706, 21867, 8847]",[5718],Not Found,0.0
0.5,P19-1598,Academic paper,On which page does the paper introduce the corpus statistics?,"[4899, 10302, 10288, 4882, 4717, 4709, 4641, 16015, 4436, 4872]","[5773, 5765]",Not Found,0.0
0.5,W18-4401,Academic paper,How many categories of aggression were participants asked to classify texts into?,"[20146, 15683, 5180, 15746, 15742, 15701, 15845, 15699, 7593, 15705]",[15694],Not Found,0.0
0.5,P19-1164,Academic paper,"Based on Figure 2, which language exhibited the greatest bias in accuracy between stereotypical and non-stereotypical gender roles when using Google Translate?","[5216, 5213, 5204, 5192, 5180, 5225, 5185, 5215, 5231, 5182]","[5203, 5213]",2,0.5
0.5,P19-1164,Academic paper,Which language showed the greatest improvement in gender prediction accuracy when adjectives were added?,"[5215, 5213, 5204, 5210, 5203, 5218, 5224, 15936, 5185, 5219]",[5214],Not Found,0.0
0.5,P19-1164,Academic paper,How many references are cited in the paper?,"[5234, 5819, 5578, 15825, 11910, 4701, 4429, 16025, 5371, 5707]","[5235, 5236, 5237]",Not Found,0.0
0.5,W18-5713,Academic paper,Is the Seq2Seq model shown to produce longer or shorter sentences when compared to human responses?,"[15797, 5134, 15787, 15799, 15782, 15795, 15793, 15806, 15805, 15785]",[15777],Not Found,0.0
0.5,W18-5713,Academic paper,Which method produces the longest sentences in terms of word count?,"[4409, 4428, 15797, 4392, 15822, 4766, 4389, 4282, 4311, 4241]",[15805],Not Found,0.0
0.5,W18-5713,Academic paper,Which model pair had the highest win rate according to Table 5?,"[4378, 4390, 11984, 4520, 5699, 5327, 4403, 15810, 10249, 5271]",[15804],Not Found,0.0
0.5,W18-5713,Academic paper,What is the first sentence on page 5?,"[16657, 4097, 14950, 14877, 14895, 5184, 4140, 19005, 15309, 104]",[15817],Not Found,0.0
0.5,P19-1416,Academic paper,What was the F1 score achieved by single-paragraph BERT in the open-domain setting?,"[5365, 5334, 5327, 5366, 5363, 5358, 5311, 10255, 5342, 5333]","[5314, 5334]",2,0.5
0.5,P19-1416,Academic paper,Which model has the highest Distractor F1 score according to Table 1?,"[5327, 5365, 5358, 4506, 5359, 5345, 5332, 5216, 4698, 5334]","[5310, 5327]",1,0.5
0.5,P19-1416,Academic paper,"According to Figure 2, how does the model decide which answer to select?","[5321, 5390, 5329, 5402, 10260, 10421, 10168, 11114, 10416, 5327]",[5315],Not Found,0.0
0.5,P19-1459,Academic paper,Did BERT's best performance on the Argument Reasoning Comprehension Task surpass the average untrained human baseline?,"[5418, 5471, 5427, 5428, 5541, 5462, 10151, 15746, 5556, 10409]","[5432, 5443]",Not Found,0.0
0.5,P19-1459,Academic paper,Why are the results of BERT with a mean of 71.6% not considered meaningful?,"[5443, 5457, 15786, 8382, 15810, 5458, 11897, 5684, 20154, 15794]","[5432, 5443]",1,0.5
0.5,P19-1033,Academic paper,What is the total number of users included in the dataset?,"[4832, 17684, 17682, 21646, 7578, 1618, 18546, 7603, 17657, 4825]","[4832, 4814]",1,0.5
0.5,P19-1033,Academic paper,How many users from the dataset were not included in the training set?,"[4832, 10190, 15699, 4151, 10205, 5530, 15810, 5116, 5461, 10206]","[4832, 4814]",1,0.5
0.5,P19-1033,Academic paper,How do the two methods introduced in Figure 3 differ in integrating the long-term and short-term user representations?,"[4818, 4872, 4786, 4819, 4845, 4841, 4843, 4779, 4789, 4844]",[4806],Not Found,0.0
0.5,P19-1033,Academic paper,What are the two sub-modules within the news encoder according to Figure 2?,"[4794, 18398, 18399, 4809, 1789, 16807, 4751, 18428, 10648, 12039]",[4799],Not Found,0.0
0.5,P18-1125,Academic paper,What is the underlying principle behind deriving prompt-vectors for phrasings in the framework?,"[4590, 4589, 4592, 4591, 10391, 1862, 11162, 11056, 1848, 1849]","[4578, 4588]",Not Found,0.0
0.5,P18-1125,Academic paper,How many authors are on the paper?,"[5282, 5284, 5283, 20095, 5370, 21990, 4874, 5706, 20072, 20070]","[4541, 4542]",Not Found,0.0
0.5,P18-1125,Academic paper,How many institutions are listed on the paper?,"[12180, 10789, 3076, 21953, 5719, 2305, 3073, 2303, 5481, 14390]","[4541, 4542]",Not Found,0.0
0.5,P19-1355,Academic paper,What is the CO2 equivalent emission for training a Transformer (big) NLP model on a GPU?,"[5263, 5245, 11051, 5500, 5499, 5516, 5505, 5506, 5517, 5514]",[5271],Not Found,0.0
0.5,Q18-1021,Academic paper,What is the average number of unique document paths per sample in the MedHop dataset?,"[10205, 10224, 10207, 10225, 10201, 10249, 10217, 10206, 10257, 10208]","[10195, 10205]",1,0.5
0.5,Q18-1021,Academic paper,What was the accuracy of the Document-cue model on WIKIHOP before filtering?,"[10257, 4172, 10280, 10161, 10247, 10265, 10260, 10185, 10255, 10246]",[10244],Not Found,0.0
0.5,Q18-1021,Academic paper,How many training samples does WIKIHOP have?,"[10257, 10265, 10205, 10161, 10255, 10185, 10247, 10260, 5314, 10231]",[10208],Not Found,0.0
0.5,Q18-1021,Academic paper,On which page does the paper present the dataset sizes?,"[15683, 4498, 4436, 4444, 4336, 4786, 4636, 4641, 10373, 4872]",[10207],Not Found,0.0
0.5,P18-1041,Academic paper,How much faster is the SWEM model compared to the LSTM model in terms of training speed?,"[4397, 4375, 4401, 4359, 4371, 4394, 4360, 4376, 4409, 4396]",[4378],Not Found,0.0
0.5,P18-1041,Academic paper,How much does the test accuracy decrease when using a shuffled training set as opposed to the original training set on the Yelp polarity dataset?,"[4832, 5552, 4399, 10258, 5563, 4511, 4394, 5615, 10190, 5532]",[4395],Not Found,0.0
0.5,P18-1041,Academic paper,How many subfigures are there in Figure 2?,"[4145, 18384, 19075, 688, 21360, 4151, 15938, 686, 20070, 5603]","[4416, 4417]",Not Found,0.0
0.5,P18-2092,Academic paper,What method achieved the highest Macro-F1 score on dataset D1?,"[15794, 4998, 10369, 11113, 10368, 4845, 15793, 4844, 10414, 10413]",[4681],Not Found,0.0
0.5,P18-2092,Academic paper,On which page does the paper present the  studies?,"[4899, 5737, 4717, 4888, 4910, 15832, 10300, 11059, 10373, 15745]","[4684, 4685]",Not Found,0.0
0.5,P18-2092,Academic paper,What is the title of the paper with highest citations on Google Scholar for the last author?,"[15884, 5022, 5477, 4431, 4773, 5021, 5820, 5373, 5581, 5236]","[4633, 4703]",Not Found,0.0
0.5,P18-1046,Academic paper,What does the trend of accuracy indicate about the generator's capability as the adversarial training progresses?,"[4490, 4507, 4508, 4473, 4498, 5351, 5632, 5469, 5683, 5637]","[4508, 4500]",3,0.5
0.5,P18-1046,Academic paper,Which model showed the largest improvement in AUC value after the addition of DSGAN?,"[4865, 4390, 4170, 4172, 10342, 10249, 4682, 4833, 4371, 4844]","[4520, 4512]",Not Found,0.0
0.5,P18-1046,Academic paper,What is the last reference mentioned in the paper?,"[6736, 10126, 1941, 5371, 5234, 15750, 4701, 15825, 10277, 5819]",[4539],Not Found,0.0
0.5,P19-1561,Academic paper,Which defense mechanism resulted in the highest recovery of the original accuracy in the BERT model under the 'all' attack setting?,"[5704, 5622, 5695, 5684, 5693, 5687, 5632, 5660, 5691, 5637]",[5692],Not Found,0.0
0.5,P19-1561,Academic paper,What is the Word Error Rate (WER) of the ATD spell-corrector model for the 'Key' attack?,"[5671, 5675, 5676, 5673, 5688, 5674, 5672, 5677, 5670, 5699]","[5675, 5660]",2,0.5
