"lambda_rel","doc_name","domain","question","layout_retrieved","gt","first_hit_rank","recall","source_range","source_file"
"1.0","International-Narcotics-Control-Strategy-Report-Volume-I-FINAL-1","Government","Is Afghanistan the world’s largest producer of illicit opiates?","[18170, 16022, 16213, 16959, 18996, 16246, 18189, 17900, 18295, 17103]","[18170]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_EB_29July2022_Public","Government","Is the trade policy described in Bureau Objective 2.3 worker-centered?","[8698, 19565, 19385, 10039, 9350, 8689, 19563, 19493, 8764, 19577]","[8698, 8695]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_IRF_Public","Government","What is the primary method mentioned for containing expenditures in the office?","[9276, 10001, 436, 10484, 6720, 7278, 12114, 11814, 1879, 6917]","[9276, 9271]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_IRF_Public","Government","What might hinder the U.S.'s ability to achieve strategic prevention of religious freedom violations?","[9268, 9253, 9235, 8438, 9252, 9246, 19522, 9256, 11019, 9260]","[9268, 9262]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_IRF_Public","Government","What specific date was the document approved?","[8672, 9549, 8746, 19474, 19470, 8580, 19324, 19480, 8781, 8767]","[9267, 9261]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_GCJ_Public","Government","Does the GCJ (Global Criminal Justice) advise the Department and interagency on the use of transitional justice tools?","[8906, 8935, 8949, 8955, 8907, 8910, 8952, 8917, 8958, 8942]","[8906, 8902]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_GCJ_Public","Government","What is the purpose of the War Crimes Rewards Program implemented by the GCJ?","[8907, 8950, 8917, 7437, 7436, 12317, 8959, 7439, 8902, 7435]","[8907]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OES_28APR2023_PUBLIC","Government","Was the document approved before it was revised?","[8672, 9549, 9694, 14482, 12178, 17430, 8119, 10649, 10967, 11785]","[9549]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OES_28APR2023_PUBLIC","Government","How does OES plan to mitigate the risks associated with achieving climate goals and objectives?","[9582, 9576, 9565, 9578, 9585, 9580, 9588, 9571, 9599, 9568]","[9582]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OES_28APR2023_PUBLIC","Government","What is the goal that the Bureau Objective 1.1 supports regarding global conservation?","[9563, 9565, 9564, 9552, 9083, 9417, 9420, 9089, 9093, 19640]","[9562, 9564]","3","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CDP_Public","Government","What is the objective number of the Bureau Cross-Cutting Management Objective discussed in the text?","[9773, 9204, 9049, 9678, 9768, 9211, 9051, 9535, 9209, 9684]","[8409, 8410, 8411, 8412]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CDP_Public","Government","What is the page range for the 'Bureau Goals and Objectives' section?","[19530, 19527, 19519, 19504, 9831, 9560, 9012, 19522, 8748, 9413]","[8346]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_H_23FEB2022_PUBLIC-1","Government","How does Bureau Objective 2.1 support the JSP Goals overall?","[9093, 9015, 8755, 9086, 19644, 9099, 9083, 9431, 8691, 9027]","[9089, 9093]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_H_23FEB2022_PUBLIC-1","Government","What is the purpose of Bureau Objective 1.2?","[9335, 9340, 8629, 8633, 8603, 8615, 9327, 8611, 9888, 9338]","[9085]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CA_03NOV2023_PUBLIC","Government","How does the Bureau plan to reduce the risk of visa fraud through their future objectives?","[8610, 8313, 8337, 8609, 8311, 9180, 8310, 9650, 8335, 11214]","[8313, 8311]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CA_03NOV2023_PUBLIC","Government","What does the CA acronym stand for in the context of the document?","[8239, 8318, 7897, 8266, 11270, 8287, 11258, 8269, 12639, 8326]","[8264]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CA_03NOV2023_PUBLIC","Government","What are the two main risks mentioned for the Management Objective Risk Consideration 1.6?","[8341, 9537, 8410, 8893, 9209, 19587, 19452, 9776, 9889, 8818]","[8341]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FY-2021-Agency-Financial-Report-508","Government","Does the Department serve as a payroll shared service provider for Federal agencies?","[11333, 12730, 11335, 7811, 11304, 7834, 10669, 12693, 12095, 7824]","[12730]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FY-2021-Agency-Financial-Report-508","Government","What solution is the Department implementing to replace legacy payroll systems?","[11334, 12731, 11335, 7845, 11337, 11333, 12730, 12732, 7840, 11277]","[12731]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FY-2021-Agency-Financial-Report-508","Government","Did the Unobligated Balance from Prior Year Budget Authority decrease from 2020 to 2021?","[7482, 10353, 12367, 10935, 11743, 6848, 10634, 7159, 7481, 10934]","[12053]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FY-2021-Agency-Financial-Report-508","Government","How many authorized positions were vacant in the division overseeing DS contracts within the Bureau of Administration?","[12554, 12597, 12546, 7673, 8638, 8576, 11197, 8624, 12606, 12509]","[12554, 12546]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_PM_29NOV2023_Public","Government","When was the document revised?","[9549, 8672, 12178, 9694, 10649, 11785, 11809, 12669, 12072, 7171]","[9694]","4","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_PM_29NOV2023_Public","Government","What strategies will the Bureau use to help partners better counter non-state threats?","[9716, 9698, 9154, 19353, 8548, 8443, 9715, 9379, 8457, 8485]","[9713, 9716]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-EAP-Asia_06JAN2023_Public","Government","When was the document approved?","[8672, 9549, 8746, 8781, 8767, 8786, 9299, 19409, 19474, 19324]","[19470]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-EAP-Asia_06JAN2023_Public","Government","Which institutions or agencies release the document?","[6590, 12804, 6099, 11420, 7062, 10484, 12184, 7113, 14227, 3438]","[19456]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-EAP-Asia_06JAN2023_Public","Government","What are the potential consequences of inaction in addressing climate change mentioned in the document?","[19516, 19675, 19424, 19685, 19544, 11853, 6962, 19426, 19425, 19677]","[19513, 19516]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-EAP-Asia_06JAN2023_Public","Government","Does the East Asia and Pacific Joint Regional Strategy (JRS) have classified goals?","[19466, 19530, 19316, 19502, 19500, 19317, 19504, 19507, 19481, 10242]","[19466]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","Country_Reports_on_Terrorism_2020","Government","Which Lebanese law enforcement organization worked with external forces to enhance their counterterrorism capabilities?","[1900, 4356, 4357, 4393, 4909, 1809, 1938, 3629, 4389, 1369]","[4348, 4356]","2","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_L_27JAN2022_PUBLIC-1","Government","What is the greatest risk to the Department due to inadequate attorney staffing levels?","[9435, 9438, 9432, 9427, 9418, 9420, 9423, 9087, 9084, 7589]","[9418]","5","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_L_27JAN2022_PUBLIC-1","Government","What is the Bureau's strategy for enhancing its employees' skills?","[9412, 8800, 8742, 9521, 9121, 8618, 8590, 8988, 19338, 9021]","[9456, 9460]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_ISN_Public","Government","How many times does the document mention ""INSSG""?","[9731, 9289, 9732, 8939, 9291, 9298, 19644, 8769, 9293, 9221]","[9288, 9289, 9291, 9292, 9293, 9296, 9298]","2","0.57","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_ISN_Public","Government","What is the main content of the second-to-last page of the document?","[8116, 6577, 8115, 8112, 7906, 13687, 8114, 11453, 11897, 12818]","[9387, 9388, 9389, 9383]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_INL_Public","Government","What is the title of the document?","[13168, 879, 16850, 13759, 7415, 11102, 12784, 10871, 17070, 16725]","[9128]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_INL_Public","Government","What is the main focus of INL to mitigate the risks of criminals quickly adopting new methods of synthetic drug production?","[9159, 9177, 9169, 9154, 9158, 9166, 9164, 9176, 9189, 9133]","[9159]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_INL_Public","Government","Is disrupting synthetic drug markets one of the objectives of Bureau Goal 1?","[9155, 9144, 9143, 9158, 9153, 19581, 9159, 9154, 9156, 9160]","[9144]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","DOS-FY2023-Agency-Financial-Report-508","Government","On which page does the report present the chart of U.S. Department of State Organization?","[6669, 6668, 6667, 7908, 10502, 11920, 6589, 6588, 11464, 10194]","[6667, 6669]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_DS_10JAN2022_PUBLICv2","Government","On which page does the report detail the Bureau Objective 4.2?","[8629, 9375, 19423, 9380, 10066, 9042, 9376, 19621, 8871, 9755]","[8626, 8630]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_S_GWI_Public","Government","What essential factors must be considered for S/GWI to foster regular outreach and coordination according to Bureau Objective 4.3?","[10071, 10055, 10040, 10058, 10013, 10025, 10070, 10037, 10067, 10051]","[10071]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_S_GWI_Public","Government","What is the title of the document?","[13168, 879, 16850, 13759, 7415, 11102, 12784, 17070, 10871, 16725]","[9990]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_S_GWI_Public","Government","What is the major message conveyed in the last page?","[11486, 11897, 11485, 1167, 10134, 11450, 11488, 7014, 11476, 11487]","[10082, 10078]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_S_GAC_Public","Government","When was the document approved?","[8672, 9549, 8746, 8781, 8786, 8767, 9299, 19409, 19474, 19324]","[9925]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_S_GAC_Public","Government","Does PEPFAR have experience working with marginalized populations?","[9988, 9957, 9962, 9922, 9907, 9935, 9967, 19420, 9971, 19412]","[9988]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_S_GAC_Public","Government","Will PEPFAR increase its funding and support for community-led monitoring?","[9935, 9942, 9972, 9981, 9940, 19420, 9945, 9943, 9967, 9957]","[9935]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OFM_10JAN2022_PUBLIC","Government","What institution or agency released the report?","[11906, 14179, 7108, 17686, 7020, 11997, 15993, 2382, 10111, 7930]","[9607]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OBO_27APR2023v2_PUBLIC","Government","On which page does the document detail Bureau Objective 2.1?","[9335, 19643, 8608, 9660, 9658, 8450, 8763, 9661, 10033, 9259]","[9508]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OBO_27APR2023v2_PUBLIC","Government","What specific areas will OBO incorporate Enterprise Risk Management (ERM) considerations into?","[9479, 9536, 9537, 9499, 10415, 11817, 9535, 9491, 11388, 6908]","[9479]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_OBO_27APR2023v2_PUBLIC","Government","How many major sections are listed in the Table of Contents?","[8116, 19312, 8115, 8114, 9690, 19598, 17635, 9468, 9542, 8900]","[9467, 9468]","8","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","Country_Reports_2021_Complete_MASTER.no_maps-011323-Accessible","Government","Who is the former leader of Jemaah Islamiya that was released from prison in January 2021?","[2841, 2845, 2833, 5535, 2844, 5548, 5547, 5543, 5549, 5546]","[2841, 2830]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","Country_Reports_2021_Complete_MASTER.no_maps-011323-Accessible","Government","What are the implications of Pakistan's International Border Management Security System with regard to border security enhancement?","[2166, 4612, 4291, 2164, 4610, 4627, 4642, 4513, 2197, 4586]","[2166]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_PRM_Public","Government","What is the title of the document?","[13168, 879, 16850, 13759, 7415, 11102, 12784, 10871, 17070, 18694]","[9779]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_PRM_Public","Government","What is the main content of the last page of the document?","[8115, 7906, 8116, 8112, 12845, 6577, 8114, 11897, 105, 5969]","[9858, 9859, 9861, 9862]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_PRM_Public","Government","What organization provides technical assistance to governments for developing migration policies as per PRM funding?","[9843, 9789, 9816, 9786, 9835, 9838, 9785, 9826, 9852, 9830]","[9843, 9838]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-AF_JRS_FINAL_Formatted_Public-Version","Government","What specific measures does Prosper Africa intend to implement to enhance trade relationships between the U.S. and Africa?","[19370, 19365, 19369, 19328, 19373, 19382, 19371, 19315, 19367, 19333]","[19369]","3","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-AF_JRS_FINAL_Formatted_Public-Version","Government","When was the document approved?","[8672, 9549, 8746, 8781, 8786, 8767, 9299, 19409, 19474, 19324]","[19409]","8","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-AF_JRS_FINAL_Formatted_Public-Version","Government","What sectors are mentioned where U.S. businesses are highly competitive in Africa?","[19368, 19382, 19365, 19370, 19371, 19449, 6669, 19373, 19369, 15645]","[19368]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-AF_JRS_FINAL_Formatted_Public-Version","Government","What is the USAID Africa Trade and Investment Activity aimed to promote?","[19377, 19373, 19369, 8679, 8670, 19316, 5071, 5116, 19393, 1025]","[19377]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-AF_JRS_FINAL_Formatted_Public-Version","Government","What section in the Table of Contents details the bureau's strategic planning approach?","[8975, 8733, 9611, 9468, 8647, 9993, 19459, 9782, 9901, 9056]","[19312]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","JRS-NEA-ME_JRS_FINAL_Formatted_Public-Version-1","Government","How many objectives are under the Bureau Goal 2?","[8761, 9940, 8812, 19522, 8848, 9964, 8449, 9091, 8299, 19384]","[19616, 19617, 19612]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CT_Public","Government","Is disrupting terrorist financing a focus of the CT's efforts?","[8525, 8526, 8520, 4460, 4082, 1619, 3938, 1267, 8502, 1493]","[8531]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CT_Public","Government","What page of the document outlines the ""Bureau Strategic Framework""?","[9542, 8733, 8791, 8739, 8498, 9993, 9550, 9216, 9867, 8478]","[8488]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CSO_Public","Government","How does the Bureau plan to enhance its involvement in peace processes according to the strategic framework?","[8431, 10004, 8915, 9698, 19330, 10003, 8460, 8443, 8356, 19334]","[8451, 8452, 8454, 8455]","Not Found","0.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_CSO_Public","Government","Is the enhancement of CSO's competitiveness tied to the recruitment of a diverse workforce?","[8469, 8434, 8470, 8471, 8435, 9767, 8426, 11223, 8639, 8992]","[8434]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_GTM_18FEB2022_PUBLIC","Government","Is GTM collaborating with the Secretary’s Office of Diversity and Inclusion to implement the DEIA Strategic Plan?","[8982, 9033, 9767, 7526, 9035, 9031, 8980, 7898, 9211, 9029]","[8982]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_GTM_18FEB2022_PUBLIC","Government","What is the purpose of DEIA barrier analyses that GTM is participating in?","[8982, 9031, 9029, 8984, 9033, 9035, 8980, 8983, 9767, 11220]","[8982]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_GTM_18FEB2022_PUBLIC","Government","What page does the Bureau Strategic Framework section begin on?","[8993, 8657, 8739, 19485, 9550, 9069, 9618, 9407, 9402, 8986]","[8986]","10","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","INCSR-Vol-INCSR-Vol.-I-1","Government","What law enforcement unit was created in Benin in January 2018?","[16145, 14030, 14024, 16146, 1360, 1048, 14104, 3914, 14039, 16087]","[16145, 16138]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","INCSR-Vol-INCSR-Vol.-I-1","Government","What is the purpose of the General Law on Coca (Law 906)?","[18266, 16156, 16157, 16175, 18287, 14935, 16152, 17946, 3772, 17760]","[16156]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","INCSR-Vol-INCSR-Vol.-2-pdf","Government","What is the mandate of the Financial Services Authority (FSA) in Saint Vincent and the Grenadines?","[15136, 15142, 15145, 15116, 15093, 13736, 15135, 15101, 15147, 15144]","[15136, 15123]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","INCSR-Vol-INCSR-Vol.-2-pdf","Government","Did Albania see substantial progress in combating money laundering and financial crimes in 2018?","[13793, 13814, 15444, 14535, 1439, 14897, 13805, 13700, 14496, 1440]","[13793]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_ECA_10JAN2022_PUBLIC","Government","Is bridging skills gaps in STEM and IT fields a part of ECA's endeavors?","[8764, 8780, 8776, 8747, 8778, 8782, 8761, 8758, 8752, 8779]","[8761, 8764]","1","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_ECA_10JAN2022_PUBLIC","Government","Does the ECA's strategy include improving media literacy to strengthen independent media?","[8768, 8766, 8762, 8770, 8780, 19548, 8738, 8745, 8737, 8736]","[8768, 8763]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_ECA_10JAN2022_PUBLIC","Government","Does the ECA aim to completely eliminate negative experiences in exchange programs?","[8753, 8756, 8776, 8759, 8735, 8752, 8758, 8784, 8780, 8737]","[8756]","2","1.0","100-150","trial_report_best_lambda_1.0.csv"
"1.0","FBS_ECA_10JAN2022_PUBLIC","Government","What specific requirement does the ECA advocate for to counteract potential negative effects of U.S. government exchange programs?","[8759, 8778, 8753, 8738, 8776, 8761, 8766, 8735, 8764, 8757]","[8755, 8759]","1","0.5","100-150","trial_report_best_lambda_1.0.csv"
"0.0","Macbook_air","Guidebook","How many figures are shown in this guidebook to teach users ""Two-finger scrolling"" tips?","[5176, 5177, 5174, 5180, 5505, 5181, 5182, 5502, 5179, 5152]","[5176, 5177]","1","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","Macbook_air","Guidebook","According to this guideline, enumerate all jacks or ports located at the right side of MacBook Air.","[5163, 5165, 5164, 5160, 5162, 5161, 5167, 5056, 5031, 5062]","[5161, 5163]","1","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","Macbook_air","Guidebook","List all the countries/regions mentioned in the ""Regulatory Compliance Information"" part of this guidebook (except the U.S.). Your answer should be in English.","[11435, 11441, 5036, 6771, 19640, 17717, 13001, 12959, 12546, 6760]","[5444, 5417, 5419, 5422, 5424, 5393, 5456, 5431, 5433]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","Macbook_air","Guidebook","I'm a Macbook Air user in Mexico.  According to this guidebook, which number shall I call for seeking Applecare service and support?","[5336, 5335, 5327, 5200, 5338, 5225, 5505, 5329, 5204, 5202]","[5338]","5","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","Macbook_air","Guidebook","According to this guideline, what is on the left side of the MacBook Air's camera?","[5141, 5200, 5093, 5163, 5160, 5353, 5249, 5062, 5356, 5098]","[5141]","1","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-FASS-Graduate-Guidebook-2021-small","Guidebook","List all the Chinese universities that have a student exchange programme with FASS. Write the answer in alphabetical order.","[18983, 18857, 18878, 18901, 18906, 18860, 19027, 18855, 18871, 18875]","[18894]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-FASS-Graduate-Guidebook-2021-small","Guidebook","For all the people that appear in the guidebook to speak for their department or programmes, how many of them are assistant professors? ","[19182, 19002, 19344, 19359, 18855, 19001, 19167, 19053, 19175, 19271]","[19345]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-Business-School-BBA-Brochure-2024","Brochure","From 2022 graduate employment survey,  graduates with which degree have the highest average monthly salary?","[18629, 18630, 18631, 18627, 18628, 18633, 19292, 18934, 19093, 18624]","[18632, 18629, 18631]","1","0.67","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-Business-School-BBA-Brochure-2024","Brochure","What are the representative courses for majors that need 64 major curriculum units?","[18677, 18707, 18673, 18624, 18823, 18946, 18961, 19292, 18706, 18682]","[18677, 18700, 18701]","1","0.33","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-Business-School-BBA-Brochure-2024","Brochure","How many social media accounts might NUS Business School have?","[18851, 18762, 18854, 18666, 18626, 18831, 18706, 18828, 18849, 18837]","[18851, 18852, 18853]","1","0.33","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-Business-School-BBA-Brochure-2024","Brochure","In the photo provided by BRYAN VOON,  how many different people are there wearing glasses?","[18833, 1829, 19307, 19234, 19162, 19095, 19326, 19098, 1877, 1938]","[18833]","1","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NUS-Business-School-BBA-Brochure-2024","Brochure","How many weeks do students need to reach work experience milestone and get 8 units?","[18723, 18720, 18725, 18762, 18677, 18785, 7493, 18706, 18823, 18727]","[18720, 18723, 18767]","1","0.67","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what is the FY2015 unadjusted EBITDA % margin for Netflix?Answer in percentage term, round to one decimal place.","[474, 18061, 8974, 9049, 9048, 18062, 18069, 18018, 3894, 9010]","[17529, 17525]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","What is Netflix working capital in FY2015?Answer in thousands.","[17316, 17520, 17330, 17495, 17527, 17721, 17329, 17531, 17518, 17700]","[17322]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","What is sales to working capital ratio of Neflix in FY 2015?Round your answer to two decimal places.","[17527, 17529, 17525, 17531, 17533, 3893, 474, 17316, 3892, 17306]","[17529, 17531, 17525]","2","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","What amount did  personnel-related costs increase for Netfilx in 2015? Answer in millions.","[17531, 17525, 17527, 17533, 17529, 17381, 17316, 17518, 17330, 17329]","[17373, 17374]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what is advertsing expense of Neflix in FY 2015? Answer in millions","[17525, 17529, 17531, 17574, 484, 17533, 17527, 17330, 3893, 17316]","[17561, 17574]","4","0.5","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what is advertsing expense to sales ratio of Neflix in FY 2015? Round your answer to three decimal places.","[17529, 17525, 484, 17531, 17527, 3893, 3892, 17316, 17533, 2602]","[17561, 17525, 17574]","2","0.33","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what is research and development expense of Neflix in FY 2015? Answer in thousands.","[17525, 17531, 17529, 17533, 17527, 484, 12473, 3893, 17736, 3892]","[17372]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what is sales to stockholder equity ratio  of Neflix in FY 2015? Round your answer to three decimal places.","[17533, 17531, 17306, 17515, 17518, 18259, 17529, 17527, 17495, 474]","[17529, 17531, 17525]","2","0.67","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what method did netflix use to pay the dividend to shareholders in FY2015.","[17316, 17533, 17531, 17495, 17518, 17525, 17330, 17527, 17529, 17721]","[17585]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what is operating leases occurred in FY 2015 for Netfilx?Answer in million.","[11757, 7585, 13561, 13558, 13560, 17529, 11752, 17525, 13562, 3886]","[17632]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what percentage did Global streaming memberships increase from 2014 to 2015?Answer in percentage term, round to one decimal places.","[17329, 17323, 17330, 17321, 17352, 17356, 17350, 17344, 17700, 17360]","[17329]","1","1.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NETFLIX_2015_10K","Financial report","what profit  did Memberships contribute to in Domestic Streaming Segment in FY2015? Answer in thousands.","[17692, 17696, 17694, 17700, 17693, 17344, 17360, 17277, 17329, 17691]","[17340]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","what is the FY2021 inventory turnover ratio for Nike?Round your answer to two decimal places.","[18490, 18491, 18025, 18069, 18471, 18470, 18061, 18059, 18254, 18472]","[18249, 18254]","9","0.5","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is receive turnover in FY2021 for Nike? Round your answer to two decimal places.","[18025, 18069, 18490, 18470, 18471, 18491, 18472, 18028, 18062, 18080]","[18249, 18254]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is payables  turnover in FY2021 for Nike? Round your answer to two decimal places.","[18038, 18490, 18491, 18025, 18471, 18069, 18470, 18472, 18254, 18059]","[18249, 18254]","9","0.5","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is  cash_ratio in FY2021 for Nike? Round your answer to two decimal places.","[18025, 18059, 18069, 18038, 18061, 18490, 18028, 18471, 18470, 18251]","[18254]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is  cash conversion cycle in FY2021 for Nike? Round your answer to two decimal places.","[18025, 18038, 18069, 18059, 18028, 18061, 18471, 18251, 18490, 18254]","[18249, 18254]","10","0.5","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is current ratio in FY2021 for Nike?  Round your answer to two decimal places.","[18025, 18038, 18490, 18059, 18069, 18061, 18471, 18028, 18470, 18251]","[18254]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is cash ratio  in FY2021 for Nike? Round your answer to two decimal places.

 ","[18025, 18038, 18059, 18061, 18069, 18028, 18490, 18491, 18251, 18471]","[18254]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
"0.0","NIKE_2021_10K","Financial report","What is quick ratio cycle in FY2021 for Nike? Round your answer to two decimal places.

","[18025, 18069, 18059, 18061, 18028, 18558, 18038, 18490, 18470, 18062]","[18254]","Not Found","0.0","150-175","trial_report_best_lambda_0.0.csv"
